Song,Artist,Album,Lyrics
"""Reachin' Out""",Gary Valenciano,"""At The Movies""","

What must I do to make you understand?
You mean everything to me
Don't have the strength to say
Give this heart of mine a chance
And maybe then you will see

And I'll do anything, do anything that you tell me
And I'll be there, I'll be there if you need me

Reachin' out to you
Do you feel it too?
Loving you is all I wanna do
I'm completely sure
I've never felt this way before
When I smile you know that there is something more

What must I do so I can make you see?
The light that shines in my eyes
You brighten up my day
You even help me find my way
I wish you're always by my side

And I can't stop, don't know how to stop thinkin' of you
And I'll do anything, do anything to be near, near you

Reachin' out to you
Do you feel it too?
Loving you is all I wanna do
I'm completely sure
I've never felt this way before
Deep inside you know that there is something more

Reachin' out to you
Do you feel it too?
Loving you is all I wanna do
I'm completely sure
I've never felt this way before
Deep inside you know that there is something more
Deep inside you know that there is something more
"
"""Each Passing Night""",Gary Valenciano,"""At The Movies""","

Each passing night
I try and close my eyes
But thoughts of you
They wake me up
And tear me inside out

Each passing night
I ask myself who's right
And try to find the reasons why
It had to end that night

Didn't we share each other's dreams
We held each other tight
And tears fell from my eyes
As you walked and left me here
Like the wind you passed me by
I try but I can't see
If it's something that I said
Baby please won't you tell me now
'Cause it gets harder each passing night

I often pray
That you'd come back and stay
We've had too much together
To ever live a part
I'll wait and see
'Cause I know and I believe
Someday you'll come to realize
What you and I can be

Then we'll share each other's dreams
We'll held each other tight
Kiss the tears that burn my eyes
'Cause you walked and left me here

Like the wind you passed me by
I try but I can't see
If it's something that I said
Baby, please won't you tell me now
'Cause it gets harder each passing night

I never meant to hurt your heart this way
Sooner or later
There'd be someone else who'd stay

Didn't we share each other's dreams
(Share each other's dreams)
You tear me inside out
(And tears fell from my eyes)
Someday you'd realize
(As you walked and left me here)

Like the wind you passed me by
(I try but I can't see)
Kiss the tears that burn my eyes
(Baby please won't you tell me now)
'Cause it gets harder each passing night
(I try but I can't see)
I try but I can't see
(Kiss the tears that burn my eyes)
Please tell me baby
(Please won't you tell me now)
'Cause it gets harder each passing night

It gets harder each passing night
It gets harder each passing night
It gets harder each passing night
Let your love bring back the light
[till fade]
"
"""Di Bale Na Lang""",Gary Valenciano,"""Interactive""","

Minsan sabi niya sa akin sandali na lang
Akala ko naman ay sigurado na ako
Handa kong tanggapin ang kanyang oo
Bigla na lang nagbago ang isip niya
Hindi ko akalain na gano'n pala siya
Pinaasa niya lang ako
Bitin na bitin ako
Oooh woh

Hindi ko na alam kung makakaya ko pa
Di bale na lang kaya
Ako pa ba kaya ang nasa puso niya
Di bale na lang kaya
Ngunit mahal ko siya
Di bale na lang
Di bale na lang
Di bale na lang

Ngayon araw-araw lumilipas ang panahon
Kalimutan ko siya'y malayo sa isip ko
Di kaya, pinaikot niya lang ako
Bigla na naman nagbago ang isip niya
Pagkakataon ko na mapasagot ko siya
Pag ang sinabi ko'y di mabili
Baka mapahiya muli...

Hindi ko na alam kung makakaya ko pa
Di bale na lang kaya
Ako pa ba kaya ang nasa puso niya
Di bale na lang kaya
Ngunit mahal ko siya
Di bale na lang
Di bale na lang
Di bale na lang

Bakit ka naman ganyan
Ano pa ba kayang paraan
Pero kung kailangan mo naman ako
Agad akong tumatakbo
Di bale na lang
Di bale na lang
Di bale na lang

Bitin na bitin ako
oh... oh... oh

Hindi ko na alam kung makakaya ko pa
Di bale na lang kaya
Ako pa ba kaya ang nasa puso niya
Di bale na lang kaya
Ngunit mahal ko siya
Di bale na lang
Di bale na lang
Di bale na lang

Hindi ko na alam kung makakaya ko pa
Di bale na lang kaya
Ako pa ba kaya ang nasa puso niya
Di bale na lang kaya
Ngunit mahal ko siya
Di bale na lang
Di bale na lang
Di bale na lang

Di bale na lang...
Ooh ooh ooh ooh ooooooh...
"
"""Eto Na Naman""",Gary Valenciano,"""At The Movies""","

Bakit ba mapaglaro ang buhay
Problema kuwarta't babae at kung anu-ano pa
Di naman ito maiiwasan
Bakit ba nagkagan'to, ako ngayo'y litung-lito

Nawawala, bumabalik, eto na naman
Bigla na lang dumadating eto na naman

Paulit-ulit lang ang pangyayari
Wala na akong ibang hiling kundi ang suwerteng di dumadating
Ngunit kung pag-iisipang tunay
Wala ka namang magagawa, ganyan, talaga bahala na, who

Nawawala, bumabalik, eto na naman
Bigla na lang dumadating eto na naman
Nawawala, bumabalik, eto na naman
Bigla na lang dumadating eto na naman

Paikot-ikot ang takbo ng buhay
Minsan ay di masakyan ang mga kulay
Hayaan mo na, tanggapin mo na lang kaya
A-cha-cha-choo

Tum, a-tum-tum-tum-tum tum
A-tum-tum tum-tum-tum tum
A-tum-tum-tum-tum tum
A-tum-tum-tum-tum

Nawawala, bumabalik, who, eto na naman
Bigla na lang dumadating, eto na naman
Nawawala, bumabalik, eto na naman
Bigla na lang dumadating, eto na naman (eto na naman), woh
Nawawala, bumabalik, (ooh, wooh-ooh!) eto na naman, eto na naman
Bigla na lang tumatapik, ha, eto na naman (eto na naman)
Eto na naman, eto na naman
"
"""Hataw Na""",Gary Valenciano,"""At The Movies""","

Kailan man, o saan, walang pakialam
Tayo na't mag-umpisa, tama na ang pag-upo mo tayo!
Sige, tayo'y magsaya
Alay 'to sa 'ting mundo, 'yan ang nais ko
Tayo naâ¦ ""te na""
Sali naâ¦ ""h'lina""
Sa tugtog, ay bigyang saysay itong tunog
""Yan!""â¦ at sabayan, sabay sumama ka
Sige lang ng sige, oh, kailangan mong lagyan

Hataw na! 'wag kang mapagod
Hataw at galaw, ako't ikaw
Hataw na! ng ganyan
Ang lahat gumagalaw k'ya
Hataw na!

Tayo'y magsama-sama,
Tayo ay magpasya
Sa bagsak-tunog ay sabay sa pagyugyog
Sana'y pagbigyan n'yo ako at makikita n'yo
Tamang paghataw at paglaro ng tono
'Pag naririnig ko ang awit
Ay natutuwang tunay
Ang kailangan lang ay magamit
Sige, banat, sige
Kahit sino, puwede ba?

Hataw na! 'wag kang mapagod
Hataw at galaw, ako't ikaw
Hataw na! ng ganyan
Ang lahat gumagalaw k'ya
Hataw na!

Hataw na! 'wag kang mapagod
Hataw at galaw, ako't ikaw
Hataw na! ng ganyan
Ang lahat gumagalaw k'ya
Hataw na!

Naghahatid balita sa bawat tao sa mundo
Yo! magsama-sama at tayo'y makisali
Ito ay kay dali

Hataw na! 'wag kang mapagod
Hataw at galaw, ako't ikaw
Hataw na! ng ganyan
Ang lahat gumagalaw k'ya
Hataw na!

Hataw na! 'wag kang mapagod
Hataw at galaw, ako't ikaw tayong lahat
Hataw na! ng ganyan
Ang lahat gumagalaw k'ya
Hataw na!

Aking sinasabi na wala mang pasubali
At nagbabakasakali dahil di makapili
Ang pagbabago ng isipan, lumang kaugalian
Ang nais kong makita sa ating kapanahunan
Hataw! gumalaw, sumayaw o tugtugin
Na may malinis na hangarin, adhikain
Tambakan at takpan ang sama ng kalooban
Saka sa limot ibaon at iyong pal'tan
Ng bagong kisig para din naman sa gan'tong himig
At 'wag naman nawang padadaig
Sa tulak ng bibig at maling isip
Upang hindi ka man makahagip ng kapatid
'Wag ka sanang malupit
Sige na, birit, hirit, sundan ang awit
Hataw, gumalaw, sumayaw, ako't ikawâ¦

Hataw na!
Hataw at galaw...
"
"""Ikaw Lamang""",Gary Valenciano,"""Interactive""","

Ikaw lamang
Ang tangi kong iniisip
Ang lagi kong panaginip
Tayong dalawa ay laging nagmamahalan

Pangarap ko
Na kailan ma'y 'di maglaho
Ang pag-ibig kong ito
Pagka't hinding-hindi ko makakayang mawalay sa 'yo

Ikaw lamang ang buhay ko
Sana nama'y pakinggan mo
Ang puso ko na mayroong sinasabi

Ikaw lamang
Ang tangi kong minamahal
Ang lagi kong dinarasal
Sana'y habang buhay tayong magkasama
Ang puso ko'y
Ibibigay lamang sa 'yo
Ito ang aking pangako
Mula ngayon hanggang magpakailan pa man
Ikaw lamang

Ikaw lamang ang buhay ko
Sana giliw pakinggan mo
Ang puso ko na mayroong sinasabi

Ikaw lamang
Ang tangi kong minamahal
Ang lagi kong dinarasal
Sana'y habang buhay tayong magkasama
Ang puso ko'y
Ibibigay lamang sa 'yo
Ito ang aking pangako
Mula ngayon hanggang magpakailan pa man
Ikaw lamang
Ikaw lamang
"
"""How Did You Know""",Gary Valenciano,"""Pure Heart""","

I remember so well
The day that you came into my life
You asked for my name
You had the most beautiful smile
My life started to change
I'd wake up each day feeling alright
With you right by my side
Makes me feel things will work out just fine

How did you know
I needed someone like you in my life
That there is an empty space in my heart
You came at the right time in my life
I'll never forget
How you brought the sun to shine in my life
And took all the worries and fears that I had
I guess what I'm really trying to say
It's not everyday that someone like you comes my way
No words can express how much I love you

How did you know
I needed someone like you in my life
That there is an empty space in my heart
You came at the right time in my life
I'll never forget
How you brought the sun to shine in my life
And took all the worries and fears that I had
I guess what I'm really trying to say
It's not everyday that someone like you comes my way
No words can express how much I love you
"
"""Because Of You""",Gary Valenciano,"""Pure Heart""","

If ever you've wondered
If you touch my soul, yes you do
Since I met you I'm not the same
You bring life to everything I do
Just the way that you say hello
With one touch I can't let go
Never thought I'd fall in love with you

Because of you
My life has changed
Thank you for the love and the joy you bring

Because of you
I feel no shame
I'll tell the world
It's because of you

Sometimes I get lonely
And all I gotta do is to think of you
You captured something inside of me
You make all of my dreams come true
It's not enough that you love me for me
You reached inside and touched me internally
I love you
And it explains how I feel for you

Because of you
My life has changed
Thank you for the love and the joy you bring

Because of you
I feel no shame
I'll tell the world
It's because of you

The magic in your eyes
True love I can't deny
When You hold me
I just lose control

I want you to know
That I'm never letting go
You mean so much to me
I want the world to see
It's because of you

Because of you
My life has changed
Thank you for the love and the joy you bring

Because of you
I feel no shame
I'll tell the world
It's because of you my life has changed
Thank you for the love and the joy you bring

Because of you
I'll tell the world
I'll tell the world
I'll tell the world
It's because of you
"
"""Kailangan Kita""",Gary Valenciano,"""At The Movies""","

Sa piling mo lang
Nadarama ang tunay na pagsinta
'Pag yakap kita ng mahigpit
Parang ako'y nasa langit

Ngunit ito ay panaginip lamang
Pagkat ang puso mo'y labis kong nasaktan
Pakiusap ko ako ay pakinggan

Kailangan kita, ngayon at kailanman
Kailangang mong malaman na ikaw lamang
Ang tunay kong minamahal
At tangi kong hiling ay makapiling ka muli

Ngunit ito ay panaginip lamang
Pagkat ang puso mo'y labis kong nasaktan
Pakiusap ko ako ay pakinggan

Kailangan kita, ngayon at kailanman
Kailangan mong malaman na ikaw lamang
Ang tunay kong minamahal
Ang lagi kong dinarasal

Kailangan kita, ngayon at kailanman
Kailangan mong malaman na ikaw lamang
Ang tunay kong minamahal
Ang tangi kong hiling ay makapiling ka muli

Kailangan kita
"
"""Destiny""",Gary Valenciano,"""Pure Heart""","

What if I never knew
What if I never found you
I'd never have this feeling in my heart
How did this come to be
I don't know how you found me
But from the moment I saw you
Deep inside my heart I knew

Baby you're my destiny
You and I were meant to be
With all my heart and soul
I give my love to have and hold
And as far as I can see
You were always meant to be
My destiny

I wanted someone like you
Someone that I could hold on to
And give my love until the end of time
But forever was just a word
Something I'd only heard about
But now you're always there for me
When you say forever I believe

Baby you're my destiny
You and I were meant to be
With all my heart and soul
I give my love to have and hold
And as far as I can see
You were always meant to be
My destiny

Maybe all we need
Is just a little faith
'Cause baby I believe
That love will find the way
Hey

Baby you're my destiny
You and I were meant to be
With all my heart and soul
I give my love to have and hold
And as I far as I can see
From now until eternity
You were always meant to be
My destiny
"
"""Kailan""",Gary Valenciano,"""Pure Heart""","

Bakit kaya nangangamba
Sa tuwing ika'y nakikita
Sana ikaw ay makilala

Ilang ulit kang sadyang binangga
Aklat mong dala'y pinulot ko na
Bka sakaling makilala

Bawat araw sinusundan
Di ka naman tumitingin
Anong aking dapat gawin

Nais ko nang ipagtapat
Baong dala'y di sapat
Pano ka pang makikilala

Gayon pa ma'y sa puso ko
Mayrong puwang laan sayo
Maaari na ba'ng magpakilala

Bawat araw sinusundan
Di ka naman tumitingin
Anong aking dapat gawin

Kailan, kailan mo ba mapapansin
Ang aking lihim
Kahit anong aking gawin
Di mo pinapansin

Kailan, kailan hahaplusin ang pusong
Bitin na bitin
Kahit anong gawing lambing
Di mo pa rin pansin

Dito ngayon sa puso ko
Munting puwang laan sayo
Maaari na ba'ng magpakilala

Bawat araw sinusundan
Di ka naman tumitingin
Anong aking dapat gawin

Kailan, kailan mo ba mapapansin
Ang aking lihim
Kahit anong aking gawin
Di mo pinapansin

Kailan, kailan hahaplusin ang pusong
Bitin na bitin
Kahit anong gawing lambing
Di mo pa rin pansin

Kahit anong aking gawin
Di mo pinapansin
"
"""Anak""",Gary Valenciano,"""At The Movies""","

'Nang isilang ka sa mundong ito
Laking tuwa ng magulang mo
At ang kamay nila ang iyong ilaw

At ang nanay at tatay mo
'Di malaman ang gagawin
Minamasdan pati pagtulog mo

Sa gabi napupuyat ang iyong nanay
Sa pagtimpla ng gatas mo
At sa umaga nama'y kalong
Ka ng iyong amang tuwang - tuwa sa'yo

Ngayon nga ay malaki ka na
Nais mo'y maging malaya
'Di man sila payag, walang magagawa

Ikaw nga ay biglang nagbago
Naging matigas ang iyong ulo
At ang payo nila'y, sinuway mo

'Di mo man lang inisip, na ang kanilang ginagawa'y
Para sa'yo
Pagkat ang nais mo'y masunod ang layaw mo,
'Di mo sila pinapansin

Nagdaan pa ang mga araw
At ang landas mo'y naligaw
Ikaw ay nalulong sa masamang bisyo

At ang una mong nilapitan
Ang iyong inang lumuluha
At nag tanong anak: ba't ka nagkaganyan

At ang iyong mga mata'y
Biglang lumuha ng 'di mo napapansin

Pagsisisi ang sa isip mo't
Nalaman mong, ika'y nagkamali

Pagsisisi ang sa isip mo't
Nalaman mong, ika'y nagkamali

Ika'y nagkamali
Ika'y nagkamali
Ika'y nagkamali
"
"""Lift Up Your Hands""",Gary Valenciano,"""Pure Heart""","

Life is not at all that bad my friend, mmm...
If you believe in yourself
If you believe there's someone
Who walks through life with you
You'll never be alone
Just learn to reach out
And open your heart
Lift up your hands to God
And He'll show you the way

And He said
'Cast your burdens upon me
Those who are heavily laden
Come to meall of you who are tired
Of carrying heavy loads
For the yoke I will give you is easy
And My burden is light
Come to Me and I will give you rest.'

When you feel the world is tumbling down on you
And you have no one that you can hold on to
Just face the rising sun and you'll see hope
And there's no need to run
Lift up your hands to God
And He'll make you feel alright

And He said
'Cast your burdens upon me
Those who are heavily laden
Come to me all of you who are tired
Of carrying heavy loads
For the yoke I will give you is easy
And My burden is light
Come to Me and I will give you rest.'
"
"""Lipad Ng Pangarap""",Gary Valenciano,"""Pure Heart""","

Taglay mo sa bagwis ng iyong paghayo
Ang pangako ng walang hanggang bukas
Pabaon man sayo'y hapdi ng puso
Aabutin ang pangarap

At ang bunga ng wagas mong pagsisikap
Pag-unlad nitong bayang nililiyag
Kapalit ng dalamhati't paghihirap
Pag angat ng kabuhayang marilag.

Liparin mo ang hangganan ng langit
Sa ulap ng pag-asa'y iyong makakamit
Ang tagumpay na bunga ng iyong pagpupunyagi
Pangarap ng inang bayang tinatangi

Tutularan ka ng sunod na salin-lahi
Kapuri-puring pag-aalay ng lakas
Napupugay sa makabagong bayani
Ang buong bansa'y nagpapasalamat

Liparin mo ang hangganan ng langit
Sa ulap ng pag-asa'y iyong makakamit
Ang tagumpay na bunga ng iyong pagpupunyagi
Pangarap ng inang bayang tinatangi

Ingatan mo ang lipad ng pangarap
Umaasa sa iyo ang bayan mong naghihintay
Na kamtin mo sa dulo ng lahat ng iyong pagpapagal
Ang tamis na dulot ng iyong... tagumpay...
Ang tamis na dulot ng iyong... tagumpay...
Iyong tagumpay...
"
"""Anong Nangyari Sa Ating Dalawa""",Gary Valenciano,No Album,"

Ikaw ang pinangarap
Ikaw ang hanap-hanap
Ngunit bakit nagbago ang lahat
Ang init nang pagmamahal
Parang naging salat

Pangako habang buhay
Nangakong di magwawalay
Ngunit bat lumamig pagmamahal
Parang di na ikaw
Sa maykapal ang dinasal

Anong nangyari sa ating dalawa
Akala ko noon tayo ay iisa
Ako ba ang siyang nagkulang
O ikaw ang di lumaban
Sa pagsubok sa ating pagmamahalan
Anong nangyari sa ating dalawa
Pagmamahal ngayo'y bakit naglaho na
Damdamin ay nasasaktan
Puso'y nasusugatan
Pangako mong pagmamahal ngayon ay nasaan

Nasaan ang sumpaan
Akala ko'y walang hanggan
Ngunit bakit ngayo'y nasasaktan
Hanggang dito na lang ba
Ang ating walang hanggan

Anong nangyari sa ating dalawa
Akala ko noon tayo ay iisa
Ako ba ang siyang nagkulang
O ikaw ang di lumaban
Sa pagsubok sa ating pagmamahalan
Anong nangyari sa ating dalawa
Pagmamahal ngayo'y bakit naglaho na
Damdamin ay nasasaktan
Puso'y nasusugatan
Pangako mong pagmamahal ngayon ay nasaan

Anong nangyari
Anong nangyari
"
"""Bayaning Tunay""",Gary Valenciano,"""Songs From Home""","

[Gary V:]
Bawat araw ay may digmaan
Di mo man lang nakikita ang kalaban

[RVA:]
Balot na balot sa panablang saplot
Halos walang pahinga

[ZZP:]
At kagipita'y hindi nila iniinda
[POPS:]
Di man lang makapiling ang pamilya
[Erik:]
Ang maglingkod ang kanilang isinumpa
[Angeline:]
Kahit buhay pa nila ang nakataya

[Sam C:]
Kailangan na sila ay tulungan
[KZ:]
Hindi natin sila dapat kalimutan
[Lea:]
Sino pa ba kundi tayo-tayo rin
Ang kikilos para sa bayan natin

[Martin:]
Saludo, saludo
Sa inyong kabayanihan
[Ogie:]
Salamat, salamat
Sa inyong pagmamalasakit
[Piolo:]
Mahal namin kayo, ng taos puso
[Martin / Ogie / Piolo:]
Bayaning tunay kayo

[Bamboo:]
Saludo, saludo
Sa inyong kabayanihan
[Ely:]
Salamat, salamat
Sa inyong pagmamalasakit
[Rico:]
Mahal namin kayo, ng taos puso
Bayaning Tunay kayo

[Lani:]
Kayrami ng mga nasawi
Sa puso natin sila'y Mananatili
[Morissette:]
Hindi sa ganito matatapos ito
[Janine:]
Magsama-sama na tayo

[Christian B / Kyla:]
Saludo, saludo
Sa inyong kabayanihan
[Jed and Klarisse:]
Salamat, salamat
Sa inyong pagmamalasakit
[Jason Dy / Noel C / Nyoy:]
Mahal namin kayo, ng taos puso
Bayaning tunay kayo

[All (with aria by Lara Maigue):]
Saludo, saludo
Sa inyong kabayanihan
Salamat, salamat
Sa inyong pagmamalasakit
Mahal namin kayo, ng taos puso
Bayaning tunay kayo
Bayaning tunay kayo
"
"""Di Ka Akin""",Gary Valenciano,No Album,"

Masdan mo ang langit na umaawit
Na para bang naglalambing ngunit
Sa 'king pag idlip tinitiis ang
Pusong malayo ang tingin

San nga ba ko dadalhin ng aking pagsinta
Hanggang tanong na lamang ba
Ano nga ba tayo para sayo
Ulilang pagsuyo, hanggang ngayo'y nakapako

Malabo mang basahin ang iyong damdamin
Hahaplusin bawat sandali
Kahit di ka man akin
Ako'y samahan, kahit sa pagitan lang
Pipilitin ang sariling tanggapin
Na di ka nga pala akin

Nagbabakasakali tayo'y may walang hanggan
Ako lang ba ang susugal
Kay sarap nitong sakit
Hinahanap hanap ng aking diwang nakapikit

San nga ba ko dadalhin ng aking pagsinta
Hanggang tanong na lamang ba
Ano nga ba tayo para sayo
Ulilang pagsuyo, hanggang ngayo'y nakapako

Malabo mang basahin ang iyong damdamin
Hahaplusin bawat sandali
Kahit di ka man akin
Ako'y samahan, kahit sa pagitan lang
Pipilitin ang sariling tanggapin
Na di ka nga pala akin

(Di ka nga akin) (Di ka nga) (Di ka nga akin)
(May pagasa ba tayo, may pagasa ba tayo) (Kailan ba kaya tayo)
(Kahit di ka nga akin)

Ako'y samahan, kahit sa pagitan lang
Pipilitin ang sariling tanggapin
Na di ka nga pala akin
Di ka nga pala akin
"
"""Don't Want To See You Cry Again""",Gary Valenciano,No Album,"

I don't want to see you cry again
Miss the pot of gold at rainbow's end
Cease the day you try to fly and fall
I just want to see you standing tall

I don't want to see you cry once more
Careful of the world by shutting doors
Not a bit affected by the crowd
I only want to see you standing proud

Tell me where it hurts and I will ease your pain
Through the stormy hurl I will shield you from the rain
I'm gonna find what's wrong, I'm gonna make it right
Hoping with my song there'll be no need to cry

And though you've shed a thousand tears before
I don't want to see you cry once more
And though it's been a while since your last grin
I just want to see you smile again

Together dreaming dreams of a brighter tomorrow
With hopes from day to day, rid ourselves of the sorrow
Will make this world a better place to live
I don't want to see you cry again

I don't want to see another tear
Knowing that it flows from pain and fear
Rather I will show you to live
Even if it takes my life to give

Tell me where it hurts and I will ease your pain
Through the stormy hurl I will shield you from the rain
I'm gonna find what's wrong, I'm gonna make it right
Hoping with my song there'll be no need to cry

And though you've shed a thousand tears before
I don't want to see you cry once more
And though it's been a while since your last grin
I just want to see you smile again

Together building dreams of a brighter tomorrow
With hopes from day to day, rid ourselves of the sorrow
Will make this world a better place to live
I don't want to see you cry once more
I don't want to see you cry once more
I don't want to see you cry once more
"
"""Gaya Ng Dati""",Gary Valenciano,No Album,"

Dati-rati
Laman ng puso mo ay ang pangalan Ko
Lagi Ako sa isip mo
Dati-rati
Inaawitan pa labi ay may ngiti
Mga mata'y nagniningning
Ngunit ngayon nagbago ka
Nasa'n na ang init ng pagsinta
Pangako mo'y hindi magwawakas

Di ba't noon
Samyo ng bulaklak at ihip ng hangin ay kapansin-pansin
Di ba't noon takbo ng oras ay di mo napapansin
Laging naglalambing
Ngunit ngayon naglaho na
Sigla't tamis ng iyong pagsinta
Pagmamahal Ko ba'y kailangan pa
Ooh

Dati-rati
Mga pangako Ko'y kandungan mo't lakas
Sa pagsubok ay kay tatag
Di ba't noon
Sa kaibigan mo'y Akong bukambibig
Bakit ngayo'y anong lamig

Di mo alam Ako'y nasasaktan
Sa di pagpansin sa Aking pagmamahal
Lumapit ka't Ako'y naghihintay
Naghihintay, ohh

Ako'y nasasaktan
Sa di pagpansin sa aking pagmamahal
Lumapit ka't ako'y naghihintay

Di mo alam Ako'y nasasaktan
Sa di pagpansin sa Aking pagmamahal
Lumapit ka't Ako'y naghihintay

Panginoon
Ako'y nabulag ng mandarayang mundo
Ako ay patawarin Mo
Mula ngayon ang buhay kong ito'y
Iaalay sa Iyo gamitin mo ako
Gaya ng dati
Gaya ng dati
Gaya ng dati
"
"""Hindi Ka Papanaw""",Gary Valenciano,No Album,"

Mga puno ay nabubuhay
Nang daang taon
Ang Ilog ay habambuhay
Na dumadaloy
Mga batang minahal mo
Nakatanaw sa bukas
Ngunit ikaw ay wala na
Isang dahong nalagas

Ang akala ko kailanma'y
Hindi ka papanaw
Akala ko ang yong sigla'y
Walang katapusan
Katulad ng isang bukal
'Di natutuyuan
Katulad sa langit
Na walang hangganan

Hindi ka papanaw
Hindi ka umaayaw
Hangga't mga bituin
Ay hindi nabibilang
Tulad sa araw
Na hawak mo sa'yong kamay
Alab mo'y hindi mapapawi
Hindi ka papanaw

Pinakita mo sa akin
Ang sarili kong kinang
Anuman ang pangarapin
Ay kaya kong gawin
Magmahal at mangarap
Nang Malaki at malawak
Dahil ang sabi mo
Kaya nating lumipad

Hindi ka papanaw
Hindi ka umaayaw
Hangga't mga bituin
Ay hindi nabibilang
Tulad sa araw
Na hawak mo sa'yong kamay
Alab mo'y hindi mapapawi
Hindi ka papanaw

Ang pamana mong ito'y
HinDi maglalaho
Na ang lahat sa buhay ay
Pagbibigay at pagbubukas ng puso

Hindi ka papanaw
Hindi ka umaayaw
Hangga't mga bituin
Ay hindi nabibilang
Tulad sa araw
Na hawak mo sa'yong kamay
Alab mo'y hindi mapapawi

'Di ka malilimutan
Pamana mo'y iingatan
Hindi ka papanaw
"
"""I'll Never Love This Way Again""",Gary Valenciano,No Album,"

You looked inside my fantasies
And made each one come true
Something no one else had ever found a way to do
I've kept the memories one by one
Since you took me in
And I know I'll never love this way again

I know I'll never love this way again
So I keep holding on before the good is gone
And I know I'll never love this way again
And hold on, and hold on, and hold on

A fool will lose tomorrow
Reaching back for yesterday
And I won't turn my head in sorrow
If you should go away
I'll stand here and remember
Just how good it's been
And I know I'll never love this way again

I know I'll never love this way again
So I keep holding on before the good is gone
And I know I'll never love this way again
Hold on, hold on, hold on

I know I'll never love this way again
So I keep holding on before the good is gone
I know I'll never love this way again
Hold on, hold on, hold on
Hold on
"
"""Ililigtas Ka Niya""",Gary Valenciano,No Album,"

Kay daming tanong
Walang sagot
Nasasaktan
'Di alam ang dahilan
May nakabibinging bulong
Natatakot

'Di maintindihan ng
Sugatang puso't isipian
Manalig ng hindi maligaw sa dilim
May sasagot sa dalangin

Huwag kang matakot
Huwag mabahala
Kung bumuhos ang ulan
Anumang Pagsubok may dahilan
Minsan walang kasagutan
Sa gitna ng unos pangako Niya'y
'Di ka iiwanan
Ilang ulit nang Kanyang napatunayan

Ililigtas ka niya


Iiligtas ka niya

Minsan nwawalan ng loob
Susuko na tila nakalimutan
Na hindi siya nang-iiwan
Sa ingay ng mundo
Pangako niya'y 'Di nagbago
Tanggapin mo ng buo sa iyong puso


Huwag kang matakot
Huwag mabahala
Kung bumuhos ang ulan
Anumang Pagsubok may dahilan
Minsan walang kasagutan
Sa gitna ng unos pangako
Niyay'y di ka iiwanan
Ilang ulit nang kanyang napatunayang

Ililigtas ka niya
Ililigtas ka niya

Basta't magtiwala

Huwag kang matakot
Huwag mabahala
Kung bumuhos ang ulan
Anumang Pagsubok may dahilan
Minsan walang kasagutan
Sa gitna ng unos pangako
Niyay'y di ka iiwanan
Ipaglalaban ka sa gitna ng digmaan
Ilang ulit nang kanyang napatunayang
Kahit kailan...

Ililigtas ka niya

Ililigtas ka niya

Ililigtas ka niya
"
