Song,Artist,Album,Lyrics
"""Kung Maaalala Mo""",Erik Santos,"""Loving You Now""","

Walang hanggan
Di ba't yan ang sumpaan
Ikaw pa lang ang minahal ko nang lubusan
Iniibig kita ng higit sa buhay ko
Tanging sa'yo lang nagkakulay ang mundo
Bakit nagbago ako'y iniwan mo

Kung maaalala mo
Nandito lang ako
Di pa rin nagbabago
Kung maaalala mo
Mga pangako ko sa'yo
Ay di pa rin nababago
Kung sakaling magbago
Ang isip mo
Ako ay balikan
Naghihintay pa rin
Na maalala mo

May magawa ba ako
Upang magbago ang damdamin
Sabihin mo ang lahat ng pagkukulang ko
Sa'yo lang mabubuhay
Ang puso't isip ko
Ibibigay ko ang lahat
Mahalin mo lang muli
DI ko kayang mawala ka
Pagsamo ko'y iyong dinggin

Kung maaalala mo
Nandito lang ako
Di pa rin nagbabago
Kung maaalala mo
Mga pangako ko sa'yo
Ay di pa rin nababago
Kung sakaling magbago
Ang isip mo
Ako ay balikan
Naghihintay pa rin
Na maalala mo

Sana'y may pag-asa pang baguhin ang nakaraan
Pag-ibig na walang hanggan sa'yo ko lang ibibigay
Ako'y naghihintay...

Kung maaalala mo
Nandito lang ako
Di pa rin nagbabago
Kung maaalala mo
Mga pangako ko sa'yo
Ay di pa rin nababago
Kung sakaling magbago
Ang isip mo
Ako ay balikan
Naghihintay pa rin
Na maalala mo
"
"""Mystery""",Erik Santos,"""Loving You Now""","

The moment you walked through the door
My heart stopped beating
I know you've heard that line before
Baby don't tease me...

Somehow I knew that I met you before
Without you I am lost

Baby you're a mystery
I know what you do to me
And I know, 'cause love's a mystery
Baby you're a mystery
You walked into my dream
And I know
'Cause you're a mystery

The moment your eyes met mine
I feel the passion
I guess it's time to realize
Anything can happen

With your sweet kiss
How can I miss your love
Don't leave me hangin' on

How can I... Each time you cry,
Hold you endlessly...
Will there ever be you and me?
Baby it's here and now...
"
"""I'll Never Go""",Erik Santos,"""Loving You Now""","

You would always ask me
Those words I say
And telling me what it means to me

Every single day
You always act this way
For how many times I told you
I love you
For this is all I know

Come to me and hold me
And you will see
The love I give
For you still hold the key

Every single day
You always act this way
For how many times I told you
I love you
For this is all I know

I'll never go far away from you
Even the sky will tell you
That I need you so
For this is all I know
I'll never go far away from you

Come to me and hold me
And you will see
The love I give
For you still hold the key

Every single day
You always act this way
For how many times I told you
I love you
For this is all I know

I'll never go

I'll never go away
"
"""Dahil Ikaw Lang Ang Mahal""",Erik Santos,"""Loving You Now""","

Di ko naisip na may darating pa
Na katulad mo at sa'kin ay makauunawa
Dati'y laro sa akin ang pag-ibig
At and pagluha
Ng iba ay di ko napapansin

Walang wala sa'kin
Ito'y sa'yo ko lang aaminin
At binago mo ang tulad ko
Lahat ay dahil sa'yo

Ikaw ang nagmulat sa aking isipan
Ang pagmamahal ay di
Laro lamang
Sa'yo natutunan at aking nalaman
Ang kahalagan ng pag-ibig
Na wagas kailan pa man
Hindi ka iiwan
Dahil ikaw lang ang mahal

Ngayon ay langit pag kapiling kita
Tunay na ligaya ang lagi'y aking
Nadarama
Di tulad ng dati na nag-iisa
Di ko malaman
Bakit nga ba magmamahal pa

Walang wala sa'kin
Ito'y sa'yo ko lang aaminin
At binago mo ang tulad ko
Lahat ay dahil sa'yo

Ikaw ang nagmulat sa aking isipan
Ang pagmamahal ay di
Laro lamang
Sa'yo natutunan at aking nalaman
Ang kahalagan ng pag-ibig
Na wagas kailan pa man
Hindi ka iiwan
Dahil ikaw lang ang mahal

Ikaw ang nagmulat sa aking isipan
Ang pagmamahal ay di
Laro lamang
Sa'yo natutunan at aking nalaman
Ang kahalagan ng pag-ibig
Na wagas kailan pa man
Hindi ka iiwan
Dahil ikaw lang ang mahal
"
"""Who's Loving You Now""",Erik Santos,"""Loving You Now""","

Heard things about you
They said you had changed your ways
I can't stand to talk about the past
It's all over now
Living with this lonely heart
Surviving each moment without you
Never thought of being this way before
Hmmmmm now I want to know

Who's loving you now?
Who's holding your heart and mind?
Who's loving you now?
I wanna know who's loving you

It's been years without you
Then why do I dream of you?
Afraid that this heart still beats for you
Hoo... Now I want to know

Who's loving you now?
Who's holding your heart and mind?
Who's loving you now?
I wanna know who's loving you

Things have changed
And time has erased
The feelings that you once had, woah
But I can't deny
Nothing seems to defy the moments of love
We have shared in our time

Who's loving you now?
Who's holding your heart and mind?
Who's loving you now?

I can't wait for another moment
My heart still beats for you...
For you...
"
"""Doors""",Erik Santos,"""Loving You Now""","

Doors, why do there have to be doors
'Cause when you walked right out that door of mine
It made me wonder why there are tears
Where is the end to all these tears
Where's the face that use to cheer me up
Girl, that makes me wonder

Why does my heart just keep on beating
Why do my arms just keep on reaching
To someone who's no longer there

What can I say besides I'm sorry
What can I say to change your mind
What can I do to make tomorrow
Yours and mine

Chairs, why do there have to be chairs
It shows its empty now, there's no one there
It really makes me wonder

Why does my heart just keep on beating
Why do my arms just keep on reaching
For someone who's no longer there

What can I say besides I'm sorry
What can I say to changed your mind
What can I do to make tomorrow
Yours and mine

What can I say besides I'm sorry
What can I say to changed your mind
Why do I keep on holding on
A chance you'll walk back through the door
When my heart knows there's no hope anymore
Why do there have to be doors
Why do there have to be doors
Why do there have to be doors
"
"""Magpahanggang Wakas""",Erik Santos,"""Loving You Now""","

Ikaw lamang
Ang pag-ibig ko
Ikaw ang siyang tanglaw
Sa buhay kung ito
Labis kitang minahal
Alam ito ng maykapal
Hinding-hindi magbabago
Ang pag-ibig ko sayo

Magpahanggang wakas ika'y mamahalin
Magpahanggang wakas pangakong di magtataksil
Magbago man ang ihip ng hangin
Ika'y bigla lamang lumayo sakin
Habang may panahon pag-ibig ko'y itutugon
Magpahanngang wakas
Isisigaw ng puso koy ikaw parin

Lumipas man ang panahon
Sana'y wag kang mangangamba
Nariyan ako lagi sa iyong pag-iisa
Tag-araw man ay ulanin
Di man dumunngaw ang bituin
Wala ng dapat pang gawin
Kundi ikaw ay sambahin

Magpahanggang wakas ika'y mamahalin
Magpahanggang wakas pangakong di magtataksil
Magbago man ang ihip ng hangin
Ika'y bigla lamang lumayo sakin
Habang may panahon pag-ibig ko'y itutugon
Magpahanngang wakas
Isisigaw ng puso koy ikaw parin

Magpahanggang wakas ika'y mamahalin
Magpahanggang wakas pangakong di magtataksil
Magbago man ang ihip ng hangin
Ika'y bigla lamang lumayo sakin
Habang may panahon pag-ibig ko'y itutugon
Magpahanngang wakas
Isisigaw ng puso koy ikaw parin
Magpahanggang wakas
Magpahanggang wakas ikaw parin
"
"""Your Love""",Erik Santos,"""Your Love""","

You're the one that never lets me sleep
To my mind, down to my soul you touch my lips
You're the one that I can't wait to see
With you here by my side I'm in ecstasy

I am all alone without you
My days are dark without a glimpse of you
But you came into my life
I feel complete
The flowers bloom, my morning shines
And I can see

Your love is like the sun
That lights up my whole world
I feel the warmth inside
Your love is like the river
That flows down through my veins
I feel the chill inside

Every time I hear our music play
Reminds me of the things that we've been through
In my mind I can't believe it's true
But in my heart the reality is you

'Cause I am all alone without you
My days are dark without a glimpse of you
But you came into my life
I feel complete
The flowers bloom, my morning shines
And I can see

Your love is like the sun
That lights up my whole world
I feel the warmth inside
Your love is like the river
That flows down through my veins
I feel the chill inside

Your love is like the sun
That lights up my whole world
I feel the warmth inside
Your love is like the river
That flows down through my veins
I feel the chill inside

Your love is like the sun
That lights up my whole world
I feel the warmth inside
Your love is like the river
That flows down through my veins
I feel the chill inside
"
"""Running Away""",Erik Santos,"""Your Love""","

You said that I will always be the one for you
Tell me babe who's that guy you kissed last night
You know how much I really love you
Seems you just can't keep your love from dying tonight

Running away
From the places and things that make me think of you
But I guess there's just no letting go
All these feelings I ache inside
Running away
I've been trying so hard to keep away from you
Now forgetting you is all I have to do
That's why I'm running away from you

The times that we've been through
Are always on my mind
And I never thought that there would be an end
Oh how I wish that this was all a dream
Hurting me inside all over again

Running away
From the places and things that make me think of you
But I guess there's just no letting go
All these feelings I ache inside
Running away
I've been trying so hard to keep away from you
Now forgetting you is all I have to do
That's why I'm running away from you

After all I gave to you
Your love is still untrue
Now there's nothing I can do
But to run away

Running away
From the places and things that make me think of you
But I guess there's just no letting go
All these feelings I ache inside
Running away
I've been trying so hard to keep away from you
Now forgetting you is all I have to do
That's why I'm running away...
"
"""Misty Glass Window""",Erik Santos,"""Your Love""","

Rain falls
Dark clouds are racing up above
I gaze in solitude
Looking through a misty glass window
'Cause then it used to be the two of us

This empty room
Filled my thoughts with memories of you
I turned and looked around
Oh, but found no sight of you
I guess it'll never be as true, no no ooh

Starlight
All I need is you tonight
Oh, star bright
Grant my wish tonight
I'm beggin' you, starlight
All I need is you tonight
Oh, star bright
Get rid of the spell tonight

Rain falls
Dark clouds keep racing up above
It's still in solitude
Oh, longin' for you
Guess my heart will always be with you
My heart will always be with you

Starlight
All I need is you tonight
Oh, star bright
Grant my wish tonight
I'm beggin' you, starlight
All I need is you tonight
Oh, star bright
Get rid of the spell tonight
Oh, star bright
Get rid of the spell tonight
"
"""Kailanman""",Erik Santos,"""Your Love""","

Nasaan na s'ya ngayon
Hinahanap mo di mo alam
Lahat ng 'yong gagawin
Nang wala siya sa piling mo
Ang puso kong ito'y
Inaalay ko sa 'yo lamang
Kaya't 'wag nang magdaramdam
Pag-ibig ko sa yo'y nakalaan

Kailanman di kita masasaktan
Kahit anong mangyari
Tayo ay nagmamahalan
At sa pagsapit ng dilim
Di mawawalay
Pag-ibig ko ay tunay, kailanman

Bakit ba ganito?
Kung sino pa ang inibig mo
'Yun pa ang nanloloko sa 'yo
Di na yata tama ito
At di na magkakaganoon
Kung ako ang pipiliin mo
Pangako'y di mabibigo
Ako ay iyong iyo

Kailanman di kita masasaktan
Kahit anong mangyari
Tayo ay nagmamahalan
At sa pagsapit ng dilim
Di mawawalay
Pag-ibig ko ay tunay, kailanman

Kailan man oh...

Kailanman di kita masasaktan
Kahit anong mangyari
Tayo ay nagmamahalan
At sa pagsapit ng dilim
Di mawawalay
Pag-ibig ko ay tunay, kailanman
"
"""Parting Time""",Erik Santos,"""Your Love""","

I remember the days
When you're here with me
Those laughter and tears
We shared for years
Mem'ries that we had
For so long it's me and you
Now you're gone away
You left me all alone

Go on, do what you want
But please don't leave me
You'll break my heart
Hey, what should I do
Babe, I'm missing you
Please don't disappear
These are the words that you should hear
Time and time again
I wish that you were here

I don't wanna lose you girl
I need you back to me
I don't wanna lose you
Baby can't you see
Oh, I need you
You've been a part of me

I wish someday you'll be back home
'Cause I really miss you
Darling, please come home
Please come home

I wish someday you'll be back home
'Cause I really miss you
Darling, please come home

I remember the days
When you're here with me
"
"""Huwag Na Lang Kaya""",Erik Santos,"""Your Love""","

Nais ko ay magpakilala sa iyo
At ipahiwatig ang nilalaman ng puso ko
Maunawaan mo kaya
O baka sampalin mo lang ang aking mukha
Nagdadal'wang isip na
Huwag na lang kaya
Huwag na lang kaya

Nais ko ay ialay sa iyo
Ang puso ko na umiibig sa iyo
Nguni't di mo na yata kailangan ng ganyan
Meron ka na yatang kasintahan
Naninikip ang tiyan
Huwag na lang kaya
Huwag na lang kaya

Nguni't di mo na yata kailangan ng ganyan
Meron ka na yatang kasintahan
Naninikip ang tiyan
Huwag na lang kaya
Huwag na lang kaya

Huwag na lang
Huwag na lang
Huwag na lang kaya
Hoo hoo
"
"""Next In Line""",Erik Santos,"""Your Love""","

What has life to offer me
When I grow old
What's there to look forward to
Beyond the biting cold
'Cause they say it's difficult
Yes, stereotypical

What's there beyond sleep, eat, work in this cruel life
Ain't there nothing else 'round here but human strife
They say it's difficult
Yes, stereotypical
You gotta be conventional
You can't be so radical

So I sing this song to all of my age
For these are the questions
We've got to face
For in this cycle that we call life
We are the ones who are next in line
We are next in line

What has life to offer me
When I grow old
What's there to look forward to
Beyond the biting cold
'Cause they say it's difficult
Yes, stereotypical
You gotta be conventional
You can't be so radical

So I sing this song to all of my age
For these are the questions
We've got to face
For in this cycle that we call life
We are the ones who are next in line
We are next in line

We are next in line... Ooh... Oh...
We are next in line

And we gotta work, we gotta feel
Let's open our eyes and do whatever it takes
And we gotta work, we gotta feel
Let's open our eyes (ooh)

And I sing this song to all of my age
For these are the questions
We've got to face
For in this cycle that we call life
We are the ones who are next in line
We are next in line
"
"""Say You'll Never Go""",Erik Santos,"""Your Love""","

How can I make it through the day
Without you
You have been so much a part of me (and if you'll go)
I'll never know what to do

How can I carry on my way
The memories
When all that is left is the pain in my history
Why should I live my life today

I can't live out on my own (I can't do anything at all)
And just forget the love you've always shown
And accept the fate of my condition
Please don't ever go
For I cannot live my life alone

Say you'll never go
Say you'll never go out my way
Say you'll never go
For we can still go on
And make it through
Just say you'll never go
Say you'll never go away

How can I make my dreams come true
Without you
You were the one who gave love to me (and don't you know)
Your are my fantasy

Say you'll never go
Say you'll never go out my way
Say you'll never go
For we can still go on
And make it through
Just say you'll never go
Say you'll never go away
"
"""Girl""",Erik Santos,"""Your Love""","

I just can't believe it
You are always on my mind
I hope I can forget it
And wish that I was blind

And that you're with someone
I can't believe it's true
It's really hurting me
When I see you
When I see you

Girl even though you love somebody
I'm still here to love you
Girl, I can't hide this feeling
That I feel for you
That I feel for you

Can't accept the fact that you're with him right now
And there's nothing I can do

And that you're with someone
I can't believe it's true
It's really hurting me
When I see you

I can't believe it's true
Oh it's really hurting me
When I see you
"
"""Kisapmata""",Erik Santos,"""Your Love""","

Nitong umaga lang, Pagka-lambing-lambing
Ng iyong mga matang
Hayup kung tumingin
Nitong umaga lang, Pagka-galing-galing
Ng iyong sumpang
Walang aawat sa atin

O kay bilis namang maglaho ng pag-ibig mo sinta
Daig mo pa ang isang kisapmata
Kanina'y nariyan lang o ba't bigla namang nawala
Daig mo pa ang isang kisapmata

Kani-kanina lang
Pagka-ganda-ganda ng pagkasabi mong
Sana'y tayo na nga
Kani-kanina lang, Pagka-saya-saya
Ng buhay kong bigla na lamang nag-iba

O kay bilis namang maglaho ng pag-ibig mo sinta
Daig mo pa ang isang kisapmata
Kanina'y nariyan lang o ba't bigla namang nawala
Daig mo pa ang isang kisapmata

Kani-kanina lang
Pagka-ganda-ganda
Kani-kanina lang
Pagka-saya-saya

O kay bilis namang maglaho ng pag-ibig mo sinta
Daig mo pa ang isang kisapmata
Kanina'y nariyan lang o ba't bigla namang nawala
Daig mo pa ang isang kisapmata

O kay bilis namang maglaho ng pag-ibig mo sinta
Daig mo pa ang isang kisapmata
Kanina'y nariyan lang o ba't bigla namang nawala
Daig mo pa ang isang kisapmata
"
"""All That I Need""",Erik Santos,"""Your Love""","

I'm sorry that I hurt you
I took for granted all you gave so freely to me
I prayed it's not too late
To save you from a broken heart
To promise you I'll make a brand new start
Believe me when I say

You are all that I need
The only treasure I see
You're the air that helps me breathe
Through the darkest night
When I fall down on my knees
I was blind but now I see
You are all that I need

When no one far from perfect
Like a child that needs a guiding hand
Can you stay here with me
I finally understand
You've always been the missing part
Complete the jigsaw puzzle of my heart
Please hear me when I say

You are all that I need
The only treasure I see
You're the air that helps me breathe
Through the darkest night
When I fall down on my knees
I was blind but now I see
You are all that I need

Please let me hear your voice again
Let me hear you say your love will never end
That whatever it takes you'll be there
When I say

You are all that I need
The only treasure I see
You're the air that helps me breathe
Through the darkest night
When I fall down on my knees
I was blind but now I see
You are all that I need
You are all that I need
"
"""Maging Sino Ka Man""",Erik Santos,"""Your Love""","

Ang pag-ibig ay sadyang ganyan
Tiwala sa isa't-isa'y kailangan
Dati mong pag-ibig wala akong pakialam
Basta't mahal kita kailanpaman

'Wag kang mag-isip ng ano pa man
Mga paliwanag mo'y di na kailangan
At kahit ano pa ang iyong nakaraan
Mamahalin kita maging sino ka man

Mahal kita, pagka't mahal kita
Iniisip nila ay hindi mahalaga
Mahal kita maging sino ka man

Mali man ang ikaw ay ibigin ko
Ako'y isang bulag na umiibig sa 'yo
At kahit ano pa ang iyong nakaraan
Mamahalin kita maging sino ka man

Mahal kita, pagka't mahal kita
Iniisip nila ay hindi mahalaga
Mahal kita maging sino ka man

Mahal kita, pagka't mahal kita
Iniisip nila ay hindi mahalaga
Mahal kita maging sino ka man
Mahal kita maging sino ka man
"
"""Here I Am""",Erik Santos,"""Your Love""","

Here I am playing with those memories again
And just when I thought time had set me free
Those thoughts of you keep taunting me

Holding you, a feeling I never outgrew
Though each and every part of me has tried
Only you can fill that space inside

So there's no sense pretending
My heart it's not mending

Just when I thought I was over you
And just when I thought I could stand on my own
Oh, baby those memories come crashing through
And I just can't go on without you

On my own I've tried to make the best of it alone
I've done everything I can to ease the pain
But only you can stop the rain

I just can't live without you
I miss everything about you

Just when I thought I was over you
And just when I thought I could stand on my own
Oh baby those memories come crashing through
And I just can't go on without
Go on without
It's just no good without you

Without you, without you, without you
Oh baby, those memories come crashing through
And I just can't go on without, you
"
"""Muntik Na Kitang Minahal""",Erik Santos,"""Your Love""","

May sikreto akong sasabihin sa 'yo
Mayroong nangyaring hindi mo alam
Ito'y isang lihim itinagong kay tagal
Muntik na kitang minahal
'Di ko noon nakayang ipadama sa 'yo
Ang nararamdaman ng pusong ito
At hanggang ngayon ay naaalala pa
Muntik na kitang minahal

Ngayon ay aaminin ko na
Na sana nga'y tayong dalawa
Bawa't tanong mo'y iniwasan ko
Akala ang pag-ibig mo'y 'di totoo
'Di ko alam kung anong nangyari
Damdamin ko sa 'yo'y hindi ko nasabi
Hanggang ang puso mo'y napagod
Sa paghihintay kay tagal
Saka ko lang naisip muntik na kitang minahal

'Di ko noon nakayang ipadama sa 'yo
Ang nararamdaman ng pusong ito
At hanggang ngayon ay naaalala pa
Muntik na kitang minahal

Ngayon ay aaminin ko na
Na sana nga'y tayong dalawa
Bawa't tanong mo'y iniwasan ko
Akala ang pag-ibig mo'y 'di totoo
'Di ko alam kung anong nangyari
Damdamin ko sa 'yo'y hindi ko nasabi
Hanggang ang puso mo'y napagod
Sa paghihintay kay tagal
Saka ko lang naisip
Muntik na kitang minahal

Hanggang ang puso mo'y napagod
Sa paghihintay kay tagal
Saka ko lang naisip
Muntik na kitang minahal
"
"""May Minamahal""",Erik Santos,"""Your Love""","

May minamahal
Bawat taong may damdamin
May minamahal
Tulad mo at tulad ko
Nakadama sa isa't isa ng
Pag-ibig
At ngayo'y nagmamahalan
Ng tapat

'Pag nagmamahal
Bawat sandaling kasiping
Ka'y anong bilis
Bawat oras ay mayro'ng
Kasaysayang anong sarap
Anong tamis
Maligaya nga ang taong
Nagmamahal

Kaya ako'y napaligaya
Ng tunay na pagmamahal
Ang lahat ng katangian ay
Sa'yo
Ningning ng mata, lambot
Ng labi
At ugaling walang
Kapintasan
Nababalot ng alindog
Katawang tunay

'Pag minamahal
Kulay rosas ang paligid ko
Sa tuwi-tuwina nakayakap
Sa ulap
Buong mundo'y nagagalak
Na mayroong nagtatalik na
Dal'wang
Pusong nagmamahal

Kaya't tayo'y magpasalamat
Sa ating kapalaran
Nasa ating kapalaran
Nasa atin ang kaganapang
Hinahanap
Ng bawat nilalang na may
Puso rin
Dahil tayo'y hindi
Magbabago
Hanggang may buhay
"
"""Kulang Ako Kung Wala Ka""",Erik Santos,"""Awit Para Sa'yo""","

Nag-iisa at hindi mapakali
Ibang-iba pala pag wala ka sa aking tabi
Pinipilit kong limutin ka
Ngunit di magawa
Sa bawat kong galaw
Ay laging hanap ka

Nag-iisa ang isang kagaya mo
Na nagmahal at nagtiyaga
Sa isang katulad ko
Bakit nga ba di ko man lang nabigyan ng halaga
Nagsisisi ngayong wala ka na

Kulang ako kung wala ka
Di ako mabubuo kung di kita kasama
Nasanay na ako na lagi kang nariyan
Di ko kayang mag-isa
Puso ay pagbigyan
Kulang ako, kulang ako kung wala ka

Nag-iisa sa bawat sandali
At tila ba biglang nahati ang aking daigdig
Umaasa na sana'y maging tayong dalawa muli
Sa puso ko'y wala kang kapalit

Kulang ako kung wala ka
Di ako mabubuo kung di kita kasama
Nasanay na ako na lagi kang nariyan
Di ko kayang mag-isa
Puso ay pagbigyan
Kulang ako, kulang ako kung wala ka

Ooohh...

Kulang ako kung wala ka
Di ako mabubuo kung di kita kasama
Nasanay na ako na lagi kang nariyan
Di ko kayang mag-isa
Puso ay pagbigyan
Kulang ako, kulang ako kung wala ka
Kulang ako, kulang ako kung wala ka
"
"""Kailan Ka Magiging Akin""",Erik Santos,"""Awit Para Sa'yo""","

Kailan ka magiging akin
Kailan ko maririnig sa'yo
Ang tunay mong nadarama
Kung ako ay may halaga
Kung ako ay mahal mo

Kailan ka magiging akin
Kailan ko mabibigay sa'yo
Ang aking puso
Na ngayo'y nagdurugo
Pagkat iba ang kapiling mo

Kailan ka magiging akin
Kailan ako magiging sa'yo
Ang puso'y umaasa
Na tayo'y magsasama
Kailan ka magiging akin

Kailan ka magiging akin
Kailan ako magiging sa'yo
Ang puso'y umaasa
Na tayo'y magsasama
Kailan ka magiging akin
"
"""Hindi Na Magbabago""",Erik Santos,"""Awit Para Sa'yo""","

Hindi mapaliwanag ng makilala ka
May binulong ang hangin nagsasabing ikaw na nga
Ang ngayon at ang bukas
Habang buhay na walang wakas
Hindi magbabago ang puso ko

Umabot din sa langit aking hinihiling
Di ko akalain na ika'y maging akin
Hanggat may init ang araw
Pangalan mo lang isinisigaw
Hindi magbabago ang puso ko

Habang buhay sa'yo magsisilbing
Liwanag sa iyong gabi
Tala ng iyong hiling
Ang langit ang aking saksi
Hindi na magbabago
Hindi na magbabago
Hindi na magbabago ang puso ko

Tila yata kulang ang bilang ng bituin
Galing ka sa langit nahulog sa akin
Kahit pa bumuhos ang ulan
Mananatiling nararamdaman
Hindi magbabago ang puso ko

Habang buhay sa'yo magsisilbing
Liwanag sa iyong gabi
Tala ng iyong hiling
Ang langit ang aking saksi
Hindi na magbabago
Hindi na magbabago
Hindi na magbabago ang puso ko

Habang buhay sa'yo magsisilbing
Liwanag sa iyong gabi
Tala ng iyong hiling
Ang langit ang aking saksi
Hindi na magbabago
Hindi na magbabago
Hindi na magbabago ang puso ko
"
"""Bakit Mahal Pa Rin Kita""",Erik Santos,"""Awit Para Sa'yo""","

Nakita kitang may kasama ng iba
Halos di mo na pansin
Na akoy may kasama rin
Abot langit ang iyung ngiti
At parang kay saya
Bakit lungkot aking nadarama
Gayun akoy meron naring iba

Bakit mahal pa rin kita
Bakit ba lagi mong nasasaktan ang puso ko
Bakit mahal pa rin kita
Kahit pareho tayung meron ng iba
Di ko maamin na nasasaktan parin ako
Ayokong malaman mong nag kukunwari lamang sayo
Hindi ko ma pigilan ang aking damdamin
Bakit mahal pa rin kita

Hawak nya ang yung kamay
Nais ko sanang agawin
Ngunit di na maaari
Pagkat sya ng nag mamayari
Alam kung may mali
Sa aking nadarama
Mas mahal pa rin kita
Kahit ngayuy ibang kasama

Bakit mahal pa rin kita
Bakit ba lagi mong nasasaktan ang puso ko
Bakit mahal pa rin kita
Kahit pareho tayung meron ng iba
Di ko maamin na nasasaktan parin ako
Ayokong malaman mong nag kukunwari lamang sayo
Hindi ko ma pigilan ang aking damdamin
Bakit mahal pa rin kita

Bakit mahal pa rin kita
Bakit ba lagi mong nasasaktan ang puso ko
Bakit mahal pa rin kita
Kahit pareho tayung meron ng iba
Di ko maamin na nasasaktan parin ako
Ayokong malaman mo nag kukunwari lamang sayo
Hindi ko mapigilan ang damdamin
Bakit mahal pa rin kita
mahal pa rin kita
"
"""Sana Ikaw""",Erik Santos,"""Awit Para Sa'yo""","

Ikaw ay dumating
Bigla sa aking mundo
Hindi inaakalang
Ngitian mo ako
Para akong natunaw
Sa lambing nito
Di ka na maalis sa isip ko

Paano na ngayon
Ako'y litong lito
Bakit kaya ako
Nahulog na sa iyo
Pero meron ka nang ibang minamahal
Hindi naman mahati ang puso

Kaya pag-ibig, pinipigilan ko
Pag-ibig na sana ay sa iyo
Diba't nararapat sa iyo
Pag-ibig na buong buo
'Di ko makakayang
May saktan na iba
Kaya't ikaw ay
Mananatili na lang
Sa damdamin
At aking isipan
Iguguhit kita sa alaala
Pagkat tayo ay hanggang
Panaginip lamang

Paano na ngayon
Ako'y litong lito
Bakit kaya ako
Nahulog na sa iyo
Pero meron ka nang ibang minamahal
Hindi naman mahati ang puso

Kaya pag-ibig, pinipigilan ko
Pag-ibig na sana ay sa iyo
Diba't nararapat sa iyo
Pag-ibig na buong buo
'Di ko makakayang
May saktan na iba
Kaya't ikaw ay
Mananatili na lang
Sa damdamin
At aking isipan
Iguguhit kita sa alaala
Pagkat tayo ay hanggang
Panaginip lamang
"
"""Langit""",Erik Santos,"""Awit Para Sa'yo""","

Lumilipad sa ulap ang puso ko
Umiibig sayo
Kay sarap sa piling mo
Ako ang buwan ika'y aking bituwin
Gabi'y magliliwanag sa pag-ibig natin
Ikaw, oohh, ikaw
Binigyang buhay mo ang puso ko

Langit parang nahahagkan
Araw ay kaya kong hawakan para sayo
Langit aking liliparin
Giliw humawak ka sa akin
Dadalhin kita sa langit
Sa aking langit
Ngayong ika'y kasama
Lupa'y parang langit na

Lumilipad sa ulap ang puso ko
Nang malaman kong ako'y iniibig mo
Tuwing ika'y umaawit saking tabi
Parang angel sa langit ang aking naririnig
Ikaw, ohhh, ikaw
Pinaliwanag mo ang buhay ko

Langit parang nahahagkan
Araw ay kaya kong hawakan para sayo
Langit aking liliparin
Giliw humawak ka sa akin
Dadalhin kita sa langit
Sa aking langit
Ngayong ika'y kasama
Lupa'y parang langit na

Langit parang nahahagkan
Araw ay kaya kong hawakan para sayo

Langit parang nahahagkan
Araw ay kaya kong hawakan para sayo
Langit aking liliparin
Giliw humawak ka sa akin
Dadalhin kita sa langit
Sa aking langit
Ngayong ika'y kasama
Lupa'y parang langit na

Parang langit, parang nasa langit na
Dadalhin kita sa langit
"
"""Mula Sa Araw Na Ito""",Erik Santos,"""Awit Para Sa'yo""","

Gagawin ko ang lahat ng abot kaya ko
Magmula ngayon hanggang nabubuhay ako

Mula sa araw na ito
Sa'yo lamang ang puso ko
Sa hirap man o ginhawa
May kapansanan man o wala

Ikaw lang iibigin ko
Buong sarili ko'y inihahandog ko sa iyo

Ikaw lang ang mamahalin ko
Nangangako akong tapat
Itong nagmamahal na puso ko

Mula sa araw na ito
Sa'yo lamang ang puso ko

Ikaw lang ang iibigin ko
Buong sarili ko'y inihahandog ko sa iyo

Ikaw lang ang mamahalin ko
Nangangako akong tapat
Itong nagmamahal na puso ko

Ikaw lang ang mamahalin ko
Nangangako akong tapat
Itong nagmamahal na puso ko
"
"""Pangarap Ko Ang Ibigin Ka""",Erik Santos,"""Awit Para Sa'yo""","

Tuwing ikaw ay nariyan
Sabay kong nadarama ang kabag at ligaya
Ang 'yong tinig wari ko'y di marinig
'Pagkat namamangha 'pag kausap ka

Kaya nais kong malaman mo
Ang sinisigaw nitong aking puso

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang sa buhay kong ito
Pangarap ko ang ibigin kaIkaw kaya ay nais din
Akong makapiling at ibigin

O kay sarap namang isipin
Na tayong dalawa ay iisa ang damdamin
Aking hinihiling na sabihin mo
Ang binubulong ng 'yong puso

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang sa buhay kong ito
Pangarap ko ang ibigin ka

O kay tagal ko nang naghihintay
Na sa akin ay mag-aalay
Ng pag-ibig na tunay at di magwawakas

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang sa buhay kong ito
Pangarap ko ang ibigin ka

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang sa buhay kong ito
Pangarap ko ang ibigin ka
"
