Song,Artist,Album,Lyrics
"""Toinks""",Maymay Entrata,"""Maymay""","

Shalalalalaâ¦ Shalalalalaâ¦ Shalalalala
Shalalalala ako si Maymay
Shalalalala ako si Maymay
Shalalalala my name is Maymay

'Pag ang gwapo ang tumitig, kinikilig
'Pagka pangit ang tumitig, mukhang manyakis
'Pagka gwapo ngumiti, friendly s'ya
'Pag ang pangit ngumiti, bastos na
'Pagka gwapo may tattoo, mukang astig
'Pagka panget may tattoo, mukang adik
Aanhin mo naman ang gwapo kung
Mas malandi pa sa'yo

Toinks toinks toinks
Mali minsan ang ulo
Toinks toinks toinks
Sundin mo lang ang puso
Toinks toinks toinks
'Wag judgemental masyado

'Pag sosyal ang may sakit sa balat
Allergy allergy yan, allergy allergy yan
Pagka-jologs may sakit sa balat
Galis agad ang tawag diyan
'Pagka pogi katabi, soulmate na
'Pagka pangit katabi, holdaper na
'Pagka pogi naka-white shirt, mukang modelo
'Pagka pangit naka-white shirt, mukang tindero
Sabi ng gwapo, ang cute kong talaga
Sabi ng pangit, ang bait kong talaga
'San ka pa ba pupunta kundi sa
Magaling magpatawa

Toinks toinks toinks
Mali minsan ang ulo
Toinks toinks toinks
Sundin mo lang ang puso
Toinks toinks toinks
'Wag judgemental masyado

'Pag sosyal ang may sakit sa balat
Allergy allergy yan, allergy allergy yan
Pagka-jologs may sakit sa balat
Galis agad ang tawag diyan

Shalalalalaâ¦ Shalalalalaâ¦ Shalalalala
Shalalalala ako si Maymay
Shalalalala ako si Maymay
Shalalalala my name is Maymay

'Pagka pogi katabi, soulmate na
'Pagka pangit katabi, holdaper na
'Pagka pogi naka-white shirt, mukang modelo
'Pagka pangit naka-white shirt, mukang tinder

Toinks toinks toinks
Mali minsan ang ulo
Toinks toinks toinks
Sundin mo lang ang puso
Toinks toinks toinks
'Wag judgemental masyado

Shalalalalaâ¦ Shalalalalaâ¦ Shalalalala
Toinks toinksâ¦ toinks
"
"""Shanawa (Sana S'ya)""",Maymay Entrata,"""Maymay""","

Sa dami ng tao dito sa ating mundo
Pa'no mo malalaman sinong tama sa'yo
Sa dami na ng nakilala ko
Sa dami na ng dumaan sa buhay ko
Shanawa sana nga siya na nga

Sagot ng langit sa aking hiling
Habang buhay kong hawak ang kamay
Magpapangiti sa aking labi
Siya na ba o sana nga
Shanawa sana nga siya na nga

Pa'no ba ito lagi sya sa ulo ko
Dumadaan tapos babagsak sa puso ko
Sa lahat ng nakilala ko
Sa kanya lang tumibok ang puso ko
Shanawa sana nga siya na nga

Sagot ng langit sa aking hiling
Habang buhay kong hawak ang kamay
Magpapangiti sa aking labi
Siya na ba o sana nga
Shanawa sana nga siya na nga

Shanawa sana nga siya na nga

Sa lahat ng nakilala ko
Sa kanya lang tumibok ang puso ko
Shanawa sana nga siya na nga

Sagot ng langit sa aking hiling
Habang buhay kong hawak ang kamay
Magpapangiti sa aking labi
Siya na ba o sana nga
Shanawa sana nga siya na nga

Siya na ba o sana nga
"
"""Kabaduyan""",Maymay Entrata,"""Maymay""","

Pag ako ang nagmahal
Gusto ko magtatagal
Di tulad ng iba
Gusto lang hala bira
Ayoko na sa rock n roll
At sa negotiable
Gusto ko sa pagtanda
Puso ko magdidikta

Gabi gabi na lang ako nagdarasal
Na dumating na sya at makilala na
Ang baby of my life
Lagi na lang ba ganito
Nag-iisa sa buhay ko
Wala man lang naghahanap sa akin na
Where na you

Gusto kong baduyan, kabaduyan
Laging may hawak na kamay
Kabaduyan kalambingan
Lagi syang naka akbay
Wala ba d'yan kahit isang
Kabaduyan
Kabaduyan
Kabaduyan
Kabaduyan

Iitsa ko na lang kaya ang puso kong ito
At bahala na si Lord kung kanino babagsak
It depends upon dasal kung tatamaan ng dasal
Kung ako magmamahal gusto ko magtatagal

Gabi gabi na lang ako nagdarasal
Na dumating na sya at makilala na
Ang baby of my life
Lagi na lang ba ganito
Nag-iisa sa buhay ko
Wala man lang naghahanap sa akin na
Where na you

Gusto kong baduyan, kabaduyan
Laging may hawak na kamay
Kabaduyan kalambingan
Lagi syang naka akbay
Wala ba d'yan kahit isang
Kabaduyan
Kabaduyan

Gusto kong baduyan, kabaduyan
Laging may hawak na kamay
Kabaduyan kalambingan
Lagi syang naka akbay
Wala ba d'yan kahit isang
Kabaduyan
Kabaduyan
Kabaduyan
"
"""Mahal Kita Kasi""",Maymay Entrata,"""Maymay""","

Bangin ka ba? Kasi
Nahuhulog na ako sa 'yo, naman kasi
Unggoy ka ba? Kasi
Sumasabit ka sa puso ko, naman kasi
Pustiso ka ba? Kasi
You know I can't smile without you
Pagod na pagod na ako
Maghapon ka na kasing tumatakbo sa isipan ko
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Papupulis kita, kasi
Ninakaw mo ang puso ko, naman kasi
Kuto ka ba? Kasi
Kasi palagi ka sa ulo ko, naman kasi
Apoy ka ba? Kasi
Alab-alab I love you

Magsalbabida ka nga
Kasi baka malunod ka sa pag-ibig ko
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Kamukha mo si Enrique Gil, Enrique Gil DJ
Kamukha mo si Enrique Gil, Enrique Gil DJ
Enrique Gil, Enrique Gil, Enrique Gil DJ
Enrique Gil, Enrique Gil, Enrique Gil DJ

Exam ka ba, kasi
Sasagutin kita agad-agad, naman kasi
Drugs ka ba? Kasi kakaadik ka kasi, kasi, naman kasi
Kulangot ka ba? Kasi you're really really hard to get
Posporo ka ba? E di posporo rin ako
Para match
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Pustiso ka nga, kasi
I really really can't smile without you
"
"""Mahal Kita Kasi""",Maymay Entrata,"""Maymay""","

Bangin ka ba? Kasi
Nahuhulog na ako sa 'yo, naman kasi
Unggoy ka ba? Kasi
Sumasabit ka sa puso ko, naman kasi
Pustiso ka ba? Kasi
You know I can't smile without you
Pagod na pagod na ako
Maghapon ka na kasing tumatakbo sa isipan ko
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Papupulis kita, kasi
Ninakaw mo ang puso ko, naman kasi
Kuto ka ba? Kasi
Kasi palagi ka sa ulo ko, naman kasi
Apoy ka ba? Kasi
Alab-alab I love you

Magsalbabida ka nga
Kasi baka malunod ka sa pag-ibig ko
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Kamukha mo si Enrique Gil, Enrique Gil DJ
Kamukha mo si Enrique Gil, Enrique Gil DJ
Enrique Gil, Enrique Gil, Enrique Gil DJ
Enrique Gil, Enrique Gil, Enrique Gil DJ

Exam ka ba, kasi
Sasagutin kita agad-agad, naman kasi
Drugs ka ba? Kasi kakaadik ka kasi, kasi, naman kasi
Kulangot ka ba? Kasi you're really really hard to get
Posporo ka ba? E di posporo rin ako
Para match
Kasi naman kasi
Mahal kita

Bagay tayong dalawa
Papicture nga
Para mapadevelop kita
Hindi tayo tao, hindi rin tayo hayop
Bagay tayo, bagay talaga

Pustiso ka nga, kasi
I really really can't smile without you
"
"""Pangarap""",Maymay Entrata,"""Maymay""","

Ooooh oooh oooohh

Mangarap ka ng matupad ito
Umasa ka na may magbibigay liwanag
Kahit na mabigat pa ang pagsubok mo
May bukas din na darating para sa'yo
Asahan mo, asahan mo na

Andito lang pangarap mo
At ipakita sa mundo
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo
At sa pagsubok ng mundo
Harapin ang bawat pagsubok
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo

Ooooh oooh oooohh

Kumapit ka at 'wag ng bibitaw
'Wag mangamba, patuloy kang lumaban
Kahit na mabigat pa ang pagsubok mo
May bukas din na darating para sa'yo
Asahan mo, asahan mo na

Andito lang pangarap mo
At ipakita sa mundo
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo
At sa pagsubok ng mundo
Harapin ang bawat pagsubok
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo

Asahan mo, asahan mo na

Andito lang pangarap mo
At ipakita sa mundo
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo
At sa pagsubok ng mundo
Harapin ang bawat pagsubok
Lahat ay kakayanin mo
Dahil nandito lang pangarap mo

Ooooh oooh oooohh
"
"""Baliw (Punk Version)""",Maymay Entrata,"""Maymay""","

Nang makita kita, napangiti mo na ako
At nang lumapit ka sinabi mo na gusto mo rin ako
At ngayon gusto kong sabihin sa'yo
Ang nararamdaman kong ito
Na ikaw ang nilalaman ng aking puso

Baliw na baliw ako sa'yo, aking sinta
Oh Maymay aking prinsesa
Gusto na gusto kita
Baliw na baliw ako sa'yo, aking sinta
Oh Maymay aking prinsesa
Masasabi ko sa'yo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Masasabi ko sa'yo na mahal na mahal kita

Nang makita kita, napatibok mo na ang puso ko
At nang isang iglap, napatibok ko rin ang puso mo
At ngayon gusto kong sabihin sa'yo
Ang nararamdaman kong ito
Na ikaw ang nilalaman ng aking puso

Baliw na baliw ako sa'yo, aking sinta
Oh Maymay aking prinsesa
Gusto na gusto kita
Baliw na baliw ako sa'yo, aking sinta
Oh Maymay aking prinsesa
Masasabi ko sa'yo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Masasabi ko sa'yo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Oh, Maymay ko mahal na mahal kita
"
"""Baliw""",Maymay Entrata,"""Maymay""","

Nang makita kita, napangiti mo na ako
At nang lumapit ka sinabi mo na gusto mo rin ako
At ngayon gusto kong sabihin saâyo
Ang nararamdaman kong ito
Na ikaw ang nilalaman ng aking puso

Baliw na baliw ako saâyo, aking sinta
Oh Maymay aking prinsesa
Gusto na gusto kita
Baliw na baliw ako saâyo, aking sinta
Oh Maymay aking prinsesa
Masasabi ko saâyo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Masasabi ko saâyo na mahal na mahal kita

Nang makita kita, napatibok mo na ang puso ko
At nang isang iglap, napatibok ko rin ang puso mo
At ngayon gusto kong sabihin saâyo
Ang nararamdaman kong ito
Na ikaw ang nilalaman ng aking puso

Baliw na baliw ako saâyo, aking sinta
Oh Maymay aking prinsesa
Gusto na gusto kita
Baliw na baliw ako saâyo, aking sinta
Oh Maymay aking prinsesa
Masasabi ko saâyo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Masasabi ko saâyo na mahal na mahal kita

Ah ah aha ahhha
Ah ah aha ahhha
Ah ah aha ahhha
Oh, Maymay ko mahal na mahal kita
"
"""Titig Ng Pag-Ibig""",Maymay Entrata,"""Maymay""","

Iba talaga ang titig ng pag-ibig
Iba nakikita lagkit ng iyong mata

Dahil sa'yo ako'y natutuwa
Dahil sa'yo ako'y kinikilig
Dahil sa'yo ako'y natutong umibig

Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Umibig

Iba talaga ang ngiti ng pag-ibig
Iba nakikita nangungusap na mata

Dahil sa'yo ako'y natutuwa
Dahil sa'yo ako'y kinikilig
Dahil sa'yo ako'y natutong umibig

Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Umibig

Tuwing nakikita ka
Mapapangiti ka na lang
Hindi ako kumpleto
Nang hindi ka nasisilayan
Dahil ikaw ang nagbigay
Ng pag-asang magmahal
Titig ng pag-ibig
Ako'y umiibig

Dahil sa'yo ako'y natutuwa
Dahil sa'yo ako'y kinikilig
Dahil sa'yo ako'y natutong umibig

Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Umibig

Dahil ikaw ang nagbigay
Ng pag-asang magmahal
Titig ng pag-ibig
Ako'y umiibig

Dahil sa'yo ako'y natutuwa
Dahil sa'yo ako'y kinikilig
Dahil sa'yo ako'y natutong umibig

Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Oooh oh oh oh oh oh
Umibig
"
"""Abakada""",Maymay Entrata,"""#M0806""","

Hindi ako sanay
Sa ganitong kalagayan
Ano ba yan
Para akong nakalutang sa kalangitan

Hindi sumasablay
Palaging nasa gilid lang ok na yan
Kesa naman
Gumitna at posibleng masagasaan

Yun lang, bigla kang dumating
Nalimutan ang lahat ng natutunan sa isang ngiti

Ako ako'y nabihag mo
Bakit bakit ba ganito
Kahit kahit anong gawin
'Di ka maalis sa isip ko

Ano ba ang puwede kong gawin
Baka sakaling mapasa akin
Kung tuparin mo ang aking hiling
'Di ka magsisisi

A, ba, ka, da
A, ba, ka, da
Mahal na yata kita
A, ba, ka, da
A, ba, ka, da

Ang turo ni nanay
Ingatan ang aking puso
Isa lang 'to
'Wag kawawain dapat laging sigurado

Yun lang, bigla kang naparaan
Nalimutan ang lahat ng natutunan sa isang kurap

Ako ako'y nabihag mo
Bakit bakit ba ganito
Kahit kahit anong gawin
'Di ka maalis sa isip ko

Ano ba ang puwede kong gawin
Baka sakaling mapasa akin
Kung tuparin mo ang aking hiling
'Di ka magsisisi

A, ba, ka, da mahal na ata kita
One plus one is ikaw at ako
Ga ha la ma hala, hala, hala
Pa'no na ito

Ako ako'y nabihag mo
Bakit bakit ba ganito
Kahit kahit anong gawin
'Di ka maalis sa isip ko

Ano ba ang puwede kong gawin
Baka sakaling mapasa akin
Kung tuparin mo ang aking hiling
'Di ka magsisisi

'Di ka magsisisi
Sisisi...
Mahal na yata kita
"
"""Ikaw Na Lang Sana""",Maymay Entrata,"""#M0806""","

Pag-ibig ko sa'yo lamang
Totoo at walang biruan
Nais kong ialay
Sa'yo lamang mahal ko
Nais kong ibigay sa hirap at sa ginhawa

Ikaw lamang ang mahal ko
Kumukumpleto sa araw ko
Napapangiti sa aking mga labi

Ikaw na lang sana ang iibigin ko
Ikaw na lang sana ang kapiling ko
Ikaw na lang sana ohh ohh
Ikaw na lang sana
Ikaw na lang sana ang muling ibigin ko

Alam ko ako'y nagkamali
Balewala ang mga tampuhan
Bumalik ka lang saking
Haharapin kita muli
Pagmamahal na kayang ipaglaban
Hanggang sa huli

Ikaw na lang sana ang iibigin ko
Ikaw na lang sana ang kapiling ko
Ikaw na lang sana ohh ohh
Ikaw na lang sana
Ikaw na lang sana ang muling ibigin ko

Ikaw na lang sana ang iibigin ko
Ikaw na lang sana ang kapiling ko
Ikaw na lang sana ohh ohh
Ikaw na lang sana
Ikaw na lang sana ang muling ibigin ko
"
"""Heart, Heart Girl""",Maymay Entrata,"""#M0806""","

Kahit burger Lang walang fries
Basta't you are here by my side
Kahit walang pang extra rice
Miss that sweet ka sa'kin
Tonight

Teka lang bes
'Di mo kailangan magpa-impress
Mura lang ang orderin mo
Mahal mo naman ako

Kahit burger Lang walang fries
Basta't you are here by my side
Kahit walang pang extra rice
As long as sweet ka sa'kin
Tonight
(Heart heart heart)
Ok lang ako basta't busog ang aking
(Heart heart heart)
Kahit walang mag-like basta't I got your heart
(Heart heart)
(Heart heart)

Dati I scream for ice cream
Pero no need na sa iyong piling
Super sweet ka naman sa akin
Laging nilalanggam ang paligid, baby

Kahit burger lang walang fries
Basta't you are here by my side
Kahit walang pang extra rice
As long as sweet ka sa'kin
Kahit ang drinks ay walang ice
Chill pa rin with your vibe
Kahit gravy lang walang fried
Chicken, still you're the one I like
(Heart heart heart)
Ok lang ako basta't busog ang aking
(Heart heart heart)
Kahit walang mag-like basta't I got your heart, got your heart
(Heart heart)
(Heart heart)
I got your heart
(Heart heart)

Kahit burger lang walang fries
Basta't you are here by my side
Kahit walang pang extra rice
As long as sweet ka sa'kin
Kahit ang drinks ay walang ice
Chill pa rin with your vibe
Kahit gravy lang walang fried
Chicken, still you're the one I like
(Heart heart heart)
Ok lang ako basta't busog ang aking
(Heart heart heart)
Kahit walang mag-like basta't I got your heart
(Heart heart)
I got your heart
"
"""Kakayanin Kaya""",Maymay Entrata,"""#M0806""","

Natulala nang makita kang may kasamang iba
At sa aking puso ay may kaba
Nagtataka kung saan nga ba nagkamali o nagkulang ba?

Ano nga ba'ng meron siya?
Hindi ko na malaman pa ang gagawin

Kakayanin kayang ika'y mawala
At sa kanya'y ipaubaya
At hayaang sumaya ka sa piling niya?
Kakayanin kayang ika'y may iba
At ang mahal mo'y kaming dalawa
Akin na lang bang tatanggapin?
Kakayanin kaya?

Nag-iisp kung magkukunwari na lang ba ako
At itatago ang sakit?

Pipilitin bang tanggapin
Na ika'y may iba bukod sa'kin

Kakayanin kayang ika'y mawala
At sa kanya'y ipaubaya
At hayaang sumaya ka sa piling niya?
Kakayanin kayang ika'y may iba
At ang mahal mo'y kaming dalawa
Akin na lang bang tatanggapin?
Kakayanin kaya?

Na hayaan ka na lang
O ipaglalaban ba ang pag-ibig ko
O wag na lang?
Hindi ko alam kungâ¦

Kakayanin kayang ika'y mawala
At sa kanya'y ipaubaya
At hayaang sumaya ka sa piling niya?
Kakayanin kayang ika'y may iba
At ang mahal mo'y kaming dalawa

Akin na lang bang tatanggapin?
O akin na lang bang palalayain?

Kakayanin kaya?
"
"""Ilang Ulit Pa Ba""",Maymay Entrata,"""#M0806""","

Bakit kaya naghihintay pa rin
Umaasang ika'y babalik sa'kin
Araw-araw at gabi-gabi na lang bang mangangarap
Na sana ay mapansin mo rin

Bakit kaya minamahal pa rin
Umaasang sana'y ganito ka din
Lagi-lagi kong hinahanap ang pag-ibig mo
Bakit kaya bigla kang nagbago?

Ilang ulit pa ba akong masasaktan
Sa mga kilos mong walang pakialam
Ilang ulit pa ba?
Bago madama?
Na kailangan ka
Na mahal kita

Na kahit ako sayo'y balewala
Umaasang sayo'y maging mahalaga
Urong-sulong man pag-ibig mo, 'di pa rin nagbabago
Na ikaw ang hanap ng puso ko

Ilang ulit pa ba akong masasaktan
Sa mga kilos mong walang pakialam
Ilang ulit pa ba?
Bago madama?
Na kailangan ka
Na mahal kita

Ilang ulit pa ba akong masasaktan
Sa mga kilos mong walang pakialam
Ilang luha pa ba?
Bago madama?
Na kailangan ka
Dahil mahal kita...
"
"""Magdamag""",Maymay Entrata,"""#M0806""","

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Basta ikaw ang aking kasayaw
'Di ako aayaw, magdamag ang galaw
Basta ikaw ang aking kasabay
'Di ako bibigay, magdamag ang kaway

Magdamagâ¦ Sarap ng kwento
Magdamagâ¦ Hataw lang sa tiyempo
Magdamagâ¦ Hanggang umaga
Magdamagâ¦ 'Pag tayo magkasama

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Magda, magdamag
Tara na, tara na, sa buong palapag
One, two, me and you
Three, four, on the floor
M to the A to the G to the D
A to the M to the A to the G
Magdamagâ¦ All night long
Magdamag 'til the break of dawn

Basta ikaw ang aking kasayaw
'Di ako aayaw, magdamag ang galaw
Basta ikaw ang aking kasabay
'Di ako bibigay, magdamag ang kaway

Magdamagâ¦ Sarap ng kwento
Magdamagâ¦ Hataw lang sa tiyempo
Magdamagâ¦ Hanggang umaga
Magdamagâ¦ 'Pag tayo magkasama

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Jenggojenggojeng, gojenggo, gojenggo
Sa buong magdamag
Jenggojenggojeng, gojenggo, gojenggo
Sa buong magdamag

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Sayaw-sayaw hanggang sa magdamag
Umindak pumadyak sa buong magdamag
Sabay-sabay hanggang sa magdamag
'Wag ka nang pumalag sa buong magdamag

Magda, magdamag
"
"""AMAKABOGERA""",Maymay Entrata,"""MPOWERED""","

Amakabogera
Amakabogera
Amakabogera

Lalakad na ala beauty queen
Awra ko'y will make you scream
Ganda kong nagniningning
Lalo kang mapapatingin
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ng filters sa camera
Naturang ganda'y ibandera

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba

Sa tuwing ako'y napaparaan
Rinig na rinig ang bulungan
Na ako'y 'di kagandahan
Ngunit ako'y 'lang pakialam
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ang payo ng iba
Para ibandera 'king ganda

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
Amakabogera

Pagod na akong abutin ang standards na sinasabi nila
Ano man ang iyong gawin, talagang may masasabi sila
Isuot ang 'yong korona at kumaway na parang reyna
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
"
"""Gising Na""",Maymay Entrata,"""MPOWERED""","

Hindi ba't ilang taon na ang lumipas?
Eh bakit parang kahapon lang iyong pag-iwas?
Hindi ka pa ba natuto?
Bakit hanggang ngayon ika'y lito?

Bakit sa tuwing siya ay 'yong nakikita
Pait ng 'yong nakaraan ay 'di naaalala
Hindi ka pa ba natuto?
Hanggang kailan ka ba magpapauto?

Nakapikit ka na namang nahuhulog
Buksan ang 'yong mga mata
'Wag ka munang matulog

Gising na
Harap harapang niloloko ka
Gising na
'Wag nang hayaan na maulit pa
Gising na
Tandaan mo nang hindi na siya babalik pa
Gising ka na ba?
Gising na

Teka, bakit ka naniwala
Sa panaginip mo tuwing darating siya't doon nagpapakita
Tigilan na ang ilusyon
Wag nang magaksaya ng panahon

Nakapikit ka na namang nahuhulog
Buksan ang 'yong mga mata
'Wag ka munang matulog

Gising na
Harap harapang niloloko ka
Gising na
'Wag nang hayaan na maulit pa
Gising na
Tandaan mo nang hindi na siya babalik pa
Gising ka na ba?

Gising na
Harap harapang niloloko ka
Gising na
'Wag nang hayaan na maulit pa
Gising na
Tandaan mo nang hindi na siya babalik pa
Gising ka na ba?
Gising na

Gising na
Gising ka na ba?
Gising na
"
"""Naniniwala Ako""",Maymay Entrata,"""MPOWERED""","

Napapagod nang lumuha
May marka ng pag-ulan kung saan dumadaan
Napapagod na akong magkumpara, hindi ako sila
Hangarin ng damdamin ko'y hanapin ang sariling nawawala

Hindi ako hihinto, gitnaan man ng bagyo
Harangin man ng mundo, naniniwala ako na kaya ko
Hinding hindi ako papatigil sa pag-awit
Palapit sa sariling tono, naniniwala ako na kaya ko

Lumaya sa hulma ng pagkakataon
Matibay ang puso, sugatan mo'y hindi mo mababaon
Malaya sa hulma ng pagkakataon
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko

Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw

Gising na ang umaga
Nasinagan ng araw kung ano ang mahalaga
Balang araw mabubuo ko rin ang aking obra
Hangarin ng damdamin ko'y paglaban ang sarili, di mahihiya

Hindi ako hihinto, gitnaan man ng bagyo
Harangin man ng mundo, naniniwala ako na kaya ko
Hinding hindi ako papatigil sa pag-awit
Palapit sa sariling tono, naniniwala ako na kaya ko

Lumaya sa hulma ng pagkakataon
Matibay ang puso, sugatan mo'y hindi mo mababaon
Malaya sa hulma ng pagkakataon
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko

Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw

Naniniwala ako na kaya ko

Lumaya sa hulma ng pagkakataon
Matibay ang puso, sugatan mo'y hindi mo mababaon
Malaya sa hulma ng pagkakataon
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko

Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Naniniwala ako na kaya ko
Matibay ang puso at isisigaw
"
"""Ubos Na Ang Problema""",Maymay Entrata,"""MPOWERED""","

Ano ba ang inaakala mo?
Na maghahabol pa ko?
Hindi na, oh
Hindi na, oh
Ano ba ang inaakala mo?
Na iiyak pa ako?
Tapos na, oh
Tapos na, oh

Oo, nasaktan ako at alam mo yan
Di inakalang merong hangganan
Pangako mo
Pangako mo
Lahat ng yun napako, napako
Oo nasaktan ako at alam mo yan
Di inakalang ako'y papalitan
Pag-ibig mo
Pag-ibig mo
Lahat ng yun naglaho, naglaho

Ohhh
Kung saan ka man naroroon
Sanay meron kang patutunguhan
Kahit ako'y iyong sinaktan
Ohhh
Kung saan ka man naroroon
Sana magbago ka
Kasi ang susunod kawawa
Di pareho sa akin na
Ubos na ang problema kasi umalis kana
Ahhh

Ano ba ang inaakala mo?
Na magmamakaawa pa ako?
Hindi na, oh
Hindi na, oh
Ano ba ang inaakala mo?
Na malulumbay pa ako?
Tapos na, oh
Tapos na, oh

Oo, nasaktan ako at alam mo yan
Di inakalang merong hangganan
Pangako mo
Pangako mo
Lahat ng yun napako, napako
Oo, nasaktan ako at alam mo yan
Di inakalang ako'y papalitan
Pag-ibig mo
Pag-ibig mo
Lahat ng yun naglaho, naglaho

Ohhh
Kung saan ka man naroroon
Sanay meron kang patutunguhan
Kahit ako'y sinaktan
Ohhh
Kung saan ka man naroroon
Sana magbago ka
Kasi ng susunod sa'kin kawawa
Di pareho sa akin na
Ubos na ang problema kasi umalis kana
Ahhh

Ubos na ang problema kasi umalis kana
"
