Song,Artist,Album,Lyrics
"""Di Mapaliwanag""",Morissette,"""Morissette""","

Sadya nga ba o tadhana na
Mula ng ikaw ay nakita sinta
Kislap ng 'yong mata ay nadarama
Na ikaw na nga
Na ikaw na nga

At sa paningin pag ikaw ay wala
Sa isip ay laging nag aalala
Labis ang tuwa pag narito ka
Ikaw na ba?
Ikaw na ba?

Sa 'yong tabi ang puso'y 'di mapakali
Ngunit 'di mapaliwanag
'Di mapaliwanag
Pag-ibig sa iyo'y tumitindi
Ngunit 'di mapaliwanag
'Di mapaliwanag

Sana ay 'wag nang matapos pa
Ang pag-ibig na ating nadarama
Pag-ibig ba'y pakpak at parang lumilipad
Ikaw na nga
Ikaw na nga

Sa 'yong tabi ang puso'y 'di mapakali
Ngunit 'di mapaliwanag
'Di mapaliwanag
Pag-ibig sa iyo'y tumitindi
Ngunit 'di mapaliwanag
'Di mapaliwanag

Ilang ulit nang sinubukan
Pag-ibig ba'y sadyang kay hirap maintindihan?
At giliw sana'y ingatan ang pagmamahal
At 'wag masayang pag-ibig na nilalaan

(Sa 'yong tabi ang puso'y 'di mapakali
Ngunit) aaahhhh 'di mapaliwanag
('Di) mapaliwanag
(Pag-ibig) ohhh sa iyo'y tumitindi
(Ngunit 'di mapaliwanag) hindi mapaliwanag
('Di mapaliwanag)

(Sa 'yong tabi ang puso'y 'di mapakali
Ngunit) 'di mapaliwanag
('Di mapaliwanag) ohh
Pag-ibig (sa iyo'y) tumitindi
Ngunit 'di mapaliwanag
'Di mapaliwanag
"
"""Hinahanap Pa Rin""",Morissette,"""Morissette""","

Nag-iisa, nalulumbay, nagtataka
Bakit bigla nalang nawalang parang bula
Di ba nangako ka, ako lang walang iba
Ngunit ngayon, nasan ka na?

Ako na may nandito lang naghihintay
Sa bawat sandali ng aking buhay
Kahit anong sakit, handa ko'ng tiisin
Sabihin mo lang, na babalik ka

Hinahanap pa rin, ang pag-ibig mo
Kahit ikaw naman, ang unang lumayo
Ano bang nagawa, bakit nilisan mo
Ang puso kong ito, nagmamahal ng tapat sa'yo

Tandang tanda ko pa, mga araw na kay saya
Akala ko hindi na matatapos pa
Ngunit sa isang iglap, bigla kang nawala
Walang nagawa, kundi ang lumuha

Hinahanap pa rin, ang pag-ibig mo
Kahit ikaw naman, ang unang lumayo
Ano bang nagawa, bakit nilisan mo
Ang puso kong ito, nagmamahal ng tapat sa'yo

Handa akong I'alay ang lahat sayo
Para lang sa isang, lingon mo
O mahal ko
Hinahanap pa rin, ang pag-ibig mo
Kahit ikaw naman, ang unang lumayo
Ano bang nagawa, bakit nilisan mo
Ang puso kong ito, nagmamahal ng tapat sa'yo

Ohh ohhâ¦ nagmamahal ng tapat sa'yo
"
"""Mahal Kita, Mahal Mo Siya, Mahal Niya Ay Iba""",Morissette,"""Morissette""","

Sa iyo'y umibig ang tapat kong puso
Ngunit ka mahal mo ay kaibigan ko

Ang aking kaibigan may ibang pag-ibig
Ang minamahal niya ay hindi ikaw

Mahal kita, mahal mo siya, mahal niya ay iba
Mas mapalad ka mahal kita
Sa 'kin walang nagmamahal

Kay gulo ng buhay di maunawaan
Sa pagmamahalan lagi nang may hadlang

Mahal kita, mahal mo siya, mahal niya ay iba
Mas mapalad ka mahal kita
Sa 'kin walang nagmamahal
Kay gulo ng buhay di maunawaan
Sa pagmamahalan lagi nang may hadlang

Mahal kita, mahal mo siya, mahal niya ay iba
Mas mapalad ka mahal kita
Sa 'kin walang nagmamahalMahal kita, mahal mo siya, mahal niya ay iba
Mas mapalad ka mahal kita
Sa 'kin walang nagmamahalMahal kita, mahal mo siya, mahal niya ay iba
Mas mapalad ka mahal kita
Sa 'kin walang nagmamahal
"
"""You And I""",Morissette,"""Morissette""","

Lately I've been feeling all so strange
Looking at you has never been the same
Never knew what brought us here today
Love has taken over all the way

Baby, You and I
Never knew we were meant
You and I
Can't believe this is happening
Baby I'm in love with you
And I know this much is true
And I'll stay this way
Every moment I spend with you
You ohh woahh ahh hmmâ¦

Maybe I'm a little bit insane
To see forever in your eyes each day
Searching for the one and then you came
Love has taken over all the way
You put smile in my face
Bring me joy every time
Everyday you're with me
And make me feel so alive

Baby, You and I
Never knew we were meant
You and I
Can't believe this is happening
Baby I'm in love with you
And I know this much is true
And I'll stay this way
Every moment I spend with you
Ohh ohh

Baby together
Through the storms we'll weather
I will hold forever
And never let it go
Baby that's a promise
I won't let go, I won't let go
Baby, You and I
Never knew we were meant
You and I
Can't believe this is happening
Baby I'm in love with you
And I know this much is true
And I'll stay this way
Every moment I spend with you
Ohh oh oh
With you
"
"""Run Like A Warrior""",Morissette,"""Morissette""","

You don't have to be beautiful
To fall in love with me
You don't have to be a movie star
To act like you want me
You don't have to be a millionaire
To get to the heart of me

All you gotta do is say what you mean
Mean what you say
Make me wanna run away
With you

Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Now I know you mine

You don't have to be a pretty act
To get to the heart of me
You don't have to be the cool one
To hang with the simple girl like me
Don't have to be on the cover of the magazine
To make me feel like I'm your queen

All you gotta do is say what you mean
Mean what you say
Make me wanna run away
With you

Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Now I know you mine

Show me who you are, baby, show me who you are
It's alright, get a right people to star
Locks and roses on the way to my heart
And never needed, never needed any fancy car
Bling bling bling on this hit guitar
Rockin' this ride, baby we'll go far
Don't matter to me baby, baby where you've been
Come away with me, we can fly like a wind

Come away with me, let's fly like a wind

Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line

Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Run run run like a warrior
Fighting for the right to love you like that
Oh woah oh oh
Run until I see you at the end of the line
Now I know you mine
"
"""Ano'ng Nangyari Sa Ating Dalawa""",Morissette,"""Morissette""","

Ikaw ang pinangarap
Ikaw ang hanap-hanap
Ngunit bakit nagbago ang lahat
Ang init ng pagmamahal
Parang naging salat
Pangako habangbuhay
Nangakong di magwawalay
Ngunit bat lumamig pagmamahal
Parang di naw ikaw
Sa maykapal ang dinasal

Anong nangyari sa ating dalawa
Ako ba ang siyang nagkulang
O ikaw ang di lumaban
Sa pagsubok sa ating pagmamahalan

Anong nangyari sa ating dalawa
Pagmamahal ngayo'y bakit naglaho na?
Damdamin ay nsasaktan
Puso'y nasusugatan
Pangako mong pagmamahal ngayon ay nasaan
Nasan ang sumpaan
Ngunit bakit ngayo'y nasasaktan
Hanggang dito nalang ba
Anong nangyari sa ating dalawa
Ako ba ang siyang kulang
O ikaw ang di lumaban
Sa pagsubok sa ating pagmamahalan
Anong nangyari sa ating dalawa
Pagmamahal ngayo'y bakit naglaho na
Damdamin ay nasasaktan
Puso'y nasusugatan
Pangako mong pagmamahal ngayon ay nasaan
"
"""Akin Ka Na Lang""",Morissette,"""Morissette""","

Bakit hindi mo maramdaman
Ikaw sa akin ay mahalaga
Ako sayo ay kaibigan lamang
Pano nga ba't 'di ko matanggap
At ako pa ba'y iibigin pa
Ang dinadasal, makikiusap na lang

Akin ka na lang
Akin ka na lang
Ang dinadasal sa araw-araw
Akin ka na lang
Akin ka na lang
At maghihintay hanggang akin ka na
Giliw

At sa panaginip lamang
Nahahagkaât nayayakap ka
At ako pa baây iibigin pa
Ang dinadasal makikiusap na lang

Akin ka na lang
Akin ka na lang
Ang dinadasal sa araw-araw
Akin ka na lang
Akin ka na lang
At maghihintay hanggang akin ka na
Giliw

At ako pa baây iibigin pa
Ang dinadasal makikiusap na lang

Akin ka na lang
Giliw

Akin ka na lang
Ang dinadasal sa araw-araw
At maghihintay hanggang akin ka na
Giliw

[English Translation:]

How come you can't feel
How important you are to me
I'm only a friend to you
What am I to do?
It's difficult to accept
Will you ever love me?
I pray and ask

Please just be mine
Please just be mine
It's what I pray for everyday
Please just be mine
Please just be mine
And I will wait until you are mine
Darling

And only in my dreams
Do I ever get to kiss and hug you
Will you ever love me?
I pray and ask

Please just be mine
Please just be mine
It's what I pray for everyday
Please just be mine
Please just be mine
And I will wait until you are mine
Darling

Will you ever love me?
I pray and ask

Please just be mine
Darling

Please just be mine
It's what I pray for everyday
And I will wait until you are mine
Darling
"
"""Kapag Ako Ay Nagmahal""",Morissette,"""Morissette""","

Ibibigay ang lahat-lahat
Handa kong gawin
Lahat ng 'yong hiling
Sukli man ay sugat sa puso

Karamay ka
Sa hirap at saya
Masaktan mo man
Damdamin ko
Ako'y nandyan parin sayong tabi

Kapag ako ay nagmahal
Ang lahat ng ito'y magagawa
'Di magbabago, 'di maghahangad
Ng anumang kapalit
Kapag ako ay nagmahal
Umiyak man ako hindi ko ito ikakahihiya
Handa akong magtiis
Kapag ako, kapag ako ay nagmahal

Sa 'yo lamang
Iikot aking mundo
Sa 'ki'y bale wala
Sasabihin ng iba
Basta't alam ko
Mahal kita

Kapag ako ay nagmahal
Ang lahat ng ito'y magagawa
'Di magbabago, 'di maghahangad
Ng anumang kapalit
Kapag ako ay nagmahal
Umiyak man ako hindi ko ito ikakahihiya
Handa akong magtiis
Hindi ka man maging akin
Lahat ng ito'y gagawin
Kapag ako, kapag ako ay nagmahal
"
"""Nothing's Gonna Stop Us Now""",Morissette,"""Morissette""","

Looking in your eyes I see a paradise
This world that I found is too good to be true
Standing here beside you, want so much to give you
This love in my heart that I'm feeling for you

Let 'em say we're crazy, don't care 'bout that
Put your hand in my hand baby, don't ever look back
Let the world around us just fall apart
Baby, we can make it if we're heart to heart

And we can build this dream together, standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers, we'll still have each other
Nothing's gonna stop us, nothing's gonna stop us now
Woh woh oh

I'm so glad I found you, I'm not gonna lose you
Whatever it takes, I will stay here with you
Take it to the good times, see it through the bad times
Whatever it takes is what I'm gonna do

Let 'em say we're crazy, what do they know
Put your arms around me baby, don't ever let go
Let the world around us just fall apart
Baby, we can make it if we're heart to heart

And we can build this dream together, standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers, we'll still have each other
Nothing's gonna stop us, nothing's gonna stop us

Ooh, all that I need is you
All that I ever need
And all that I want to do
Is hold you forever, forever and ever

And we can build this dream together, standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers, we'll still have each other
Nothing's gonna stop us, nothing's gonna stop us
Woh oh oh-oh-oh
Nothing's gonna stop us, nothing's gonna stop us now
Hey baby
And we can build this dream together, standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers, we'll still have each other
Nothing's gonna stop us, nothing's gonna stop us now
"
"""Look What You've Done""",Morissette,"""Morissette at 14, Vol. 1""","

Where did you come from, out of the blue
I was out of my comfort zone and so into you
How did you do it? How did you make
Me snap out of my dreamland, alive and awake

You took my hand and you told me to trust you
Nobody else could have captured me, just you

Look, look what you've done
Look what what a wonderful mess you've made of me
Look, look how I've changed
Look how you've washed away the charade of me
Look what you've done, I can hardly believe it
The world hasn't changed just the way I perceive it
I loved you right from the start
Look what you've done to my heart

Look how you've altered my state of mind
With the way that you treat me so gentle and kind
My heart was empty, my heart was cold
Till you showed me your magic, and turned it to gold

You took a girl who had no inspiration
And showed her a brand new amazing sensation

Look, look what you've done
Look what what a wonderful mess you've made of me
Look, look how I've changed
Look how you've washed away the charade of me
Look what you've done, I can hardly believe it
The world hasn't changed just the way I perceive it
I loved you right from the start
Look what you've done to my heart

Let's compare the before and the after
From worries and tears to kisses and laughter

Look, look what you've done
Look what what a wonderful mess you've made of me
Look, look how I've changed
Look how you've washed away the charade of me
Look what you've done, I can hardly believe it
The world hasn't changed just the way I perceive it
I loved you right from the start
Look what you've done to heart
Look what you've done to heart
Look what you've done to heart
"
"""Don't Let Go""",Morissette,"""Morissette at 14, Vol. 1""","

Listen, I can tell you're tempted just to quit
Listen, we got in this mess, we'll get out of it

Show me that old smile that I need to see
It's been quite a while since you've shown it to me

We may see our luck change someday
We'll see things go our way
If you don't let go

We might end up more than alright
If you just hold on tight
And you don't let go

Let's go, Let's keep walking at a steady pace
We will stay in motion till it gets us someplace
I know this is not the lightest time we've known
One thing you can count on is you're not in this alone

We may see our luck change someday
We'll see things go our way
If you don't let go

We might end up more than alright
If you just hold on tight
And you don't let go

Don't look at all the dark
Frightening shadows
Just look into my eyes until they have all gone

Don't let, our little flame go out yet
No matter how tired you get
Baby don't let go

We may see our luck change someday
We'll see things go our way
If you don't let go

We might end up more than alright
If you just hold on tight
And you don't let go
"
"""You Wouldn't Believe Me""",Morissette,"""Morissette at 14, Vol. 1""","

What would you say if I told you
That I dream of you at night
And I hate it when I wake and I'm alone
What would you say if I told you
That you've really changed my life
More than any other guy I've ever known

You wouldn't believe me
You would not believe it's real
You'd think that I'm just making fun
Cuz how could someone feel as strongly as I feel
You wouldn't believe me
How could I expect you to?
If I wore my heart on my sleeve
You'd never believe
The love it holds for you
You wouldn't believe me
But believe me
It's true.

What would you say if I asked you
If there's ever been a time
When you've looked at me as more than just a friend
What would you say if I tried to
Let my feelings out at last
Would you laugh like you don't really comprehend?

You wouldn't believe me
You would not believe it's real
You'd think that I'm just making fun
Cuz how could someone feel as strongly as I feel
You wouldn't believe me
How could I expect you to?
If I wore my heart on my sleeve
You'd never believe
The love it holds for you
You wouldn't believe me
But believe me
It's true.

You wouldn't believe me
You would probably not relate
You wouldn't be willing to buy
This feeling that I
Could not exaggerate
You wouldn't believe me
Cuz I never dropped a clue
From the beginning I vowed
Not to utter out loud
The way I long for you

You wouldn't believe me but believe me
If you should ever leave me
I'd never see another star above
It's unbelievable how deeply I'm in love
It's unbelievable how deeply I'm in love
You wouldn't believe me
"
"""Talk to Me Sweetly""",Morissette,"""Morissette at 14, Vol. 1""","

You have no idea how much
I've craved the words
You're saying to me

All my life
I've dreamed of being
Loved the way you
Say you do me

But darling...
Don't say you love me
Unless you love me
Please don't toss those lovely words
Around so recklessly
If you
Talk to me sweetly
I fall completely
Watch what you say to me

I can get
A bit distracted
Blinded by my
Deep emotion
Promise me
The words I'm hearing
Come from a sincere devotion

But darling...
Don't say you love me
Unless you love me
Please don't toss these lovely words
Around so recklessly
If you
Talk to me sweetly
I fall completely
Watch what you say to me

I'd be shattered if I found your words
Were any less than true
So if you begin to tell me you love me
Just be sure that you do

Don't say you love me
Unless you love me
Please don't toss those lovely words
Around so recklessly
If you
Talk to me sweetly
I fall completely
Watch what you say to me

If you
Talk to me sweetly
I fall completely
Watch what you say to me
"
"""What Do You See in Me""",Morissette,"""Morissette at 14, Vol. 1""","

Say that again, tell me once more
Did you say that you love me?
I'm just making sure
It's simply too good to be true
Because coincidentally, I'm crazy for you

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?

Gazing at you, holding your hand
Why on earth did you choose me? I don't understand
Feeling your heart, holding you tight
I'm the luckiest girl on the planet tonight

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?
"
"""Up to You""",Morissette,"""Morissette at 14, Vol. 1""","

If you asked me how I want this thing to go
Without even thinking I already know
That to be your only girl
Is all I wanna do

If I had my choice and if I had my chance
If I had control of every circumstance
There's no question there's no doubt
I'd choose tow be with you

You know if it were up to me
We'd be together constantly
In all we do
Together through and through
But it's not up to me it's up to you

You're the one who's got to make that final call
It's not really my decision after all
If you say it's time to part
I guess it's time to part

Think it over and you better keep in mind
We have something here that's pretty hard to find
You're the one who's got the power to make or break my heart

You know if it were up to me
We'd be together constantly
In all we do
Together through and through
But it's not up to me it's up to you

You know the drill
Get off the fence
Don't keep me in suspense

You know if it were up to me
We'd be together constantly
In all we do
Together through and through
But it's not up to me it's up to you

In all we do
Together through and through
But it's not up to me it's up to you
"
"""Only Want to Love You""",Morissette,"""Morissette at 14, Vol. 1""","

No, I don't want to change you
No need to rearrange you
That never crossed my mind
It's never been my goal

I don't want to be a burden
Or complicate your schemes
I don't ever want to keep you
From your dreams

I only want to love you
That's all I want to do
I promise that's no lie
Can't you see that I
Only want to love you

No, I don't want to own you
In all the time I've known you
I've never tried to hold
What I can't possess

I don't want to rule your future
Or replace your past
I don't want to try to rush you
Forward fast

I only want to love you
That's all I want to do
I promise that's no lie
Can't you see that I
Only want to love you
"
"""Ring Ring Ring (2020 MIX)""",Morissette,"""Morissette at 14, Vol. 1""","

Every day since the night we met
When I wrote down my number for you
What a thrill what buzz I get
When you call, baby I adore you
Call me up and I can promise you
You will never get a busy signal

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you
Ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me

Any time of the day or night
Any time that you want to hear me
Call me up, baby, it's alright
Ring my bell and pretend you're near me
All I need is just the sound of your voice
That is all that it takes to cheer me

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you
Ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I miss you, I miss you all so much...
"
"""What Do You See In Me (2021 Piano Version)""",Morissette,"""Morissette at 14, Vol. 2""","

Say that again, tell me once more
Did you say that you love me?
I'm just making sure
It's simply too good to be true
Because coincidentally, I'm crazy for you

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?

Gazing at you, holding your hand
Why on earth did you choose me? I don't understand
Feeling your heart, holding you tight
I'm the luckiest girl on the planet tonight

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?

What do you see in me?
I'm just a simple girl
I'm not a Princess or a Queen
I don't feel worthy of
The blessing of your love
How lucky can one person be
What do you see in me?
What do you see in me?
"
"""Can't Hold A Candle""",Morissette,"""Morissette at 14, Vol. 2""","

Other men may try getting my attention
But their attitudes make me yawn
What you got is way beyond their comprehension
I'm not easily turned on

Honey can't you see you don't need to worry
They don't pose a threat
I'm all set...

Listen to me
I can't believe that you're
Feeling insecure
If you only knew
Nobody else
Can raise my temperature
They can't hold a candle to you

When I said I love you babe, I meant forever
Through the silent times and the noise
Baby ever since we have been together
Other guys are just little boys

You got something else, something I can count on
You're not like other guys in my eyes

Listen to me
I can't believe that you're
Feeling insecure
If you only knew
Nobody else
Can raise my temperature
They can't hold a candle to you

Ohhh...
Do you really think I could be distracted
I've already been blessed with the best

Listen to me
I can't believe that you're
Feeling insecure
If you only knew
Nobody nobody nobody else
Can raise my temperature
They can't hold a candle
They can't hold a candle to you
I can't believe that you're
Feeling insecure
If you only knew
Nobody nobody nobody else
Can raise my temperature
They can't hold a candle to you
"
"""Don't Forget""",Morissette,"""Morissette at 14, Vol. 2""","

Counting down the days
Till you come back home
Dreaming of your touch
Lying here alone
I know you had to go
I accept that fact
My love will still be here
When you do come back, baby

Please don't forget to drop a line
Just let me know that we're still fine
And please don't forget to call sometime
Don't forget I'm yours and you are mine

When you go away
I act as if I'm strong
But I just can't stand
Missing you so long
I know this is how it is
And nothing can be done
And even when you're far
I know you're still the one, baby

Please don't forget to drop a line
Just let me know that we're still fine
And please don't forget to call sometime
Don't forget I'm yours and you are mine

Please don't forget to drop a line
Just let me know that we're still fine
And please don't forget to call sometime
Don't forget I'm yours and you are mine
"
"""Ring Ring Ring""",Morissette,"""Morissette at 14, Vol. 2""","

Every day since the night we met
When I wrote down my number for you
What a thrill what buzz I get
When you call, baby I adore you
Call me up and I can promise you
You will never get a busy signal

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me

Any time of the day or night
Any time that you want to hear me
Call me up, baby, it's alright
Ring my bell and pretend you're near me
All I need is just the sound of your voice
That is all that it takes to cheer me

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me

Ring Ring Ring
Baby keep in touch
Ring Ring Ring
I'm missing you so much
Why don't you ring me, ring me
Buzz me any time at all
When you call, baby
You bring me such joy
Every time you ring ring ring me
"
"""All Of The Above""",Morissette,"""Morissette at 14, Vol. 2""","

I am trying not to lose my cool
Or act just like a lovestruck fool
But I guess I'm simply having too much fun
Everything about you warms my heart
If I had to pick my favorite part
I could never narrow it down to only one

Is it how you speak, is it how you kiss
That makes me lose my mind like this

Do I love you for the way you smile
Do I love you for your sense of style
Is your voice the sound I'm always dreaming of
Do I love you for your honesty
Do I love you cause you're sweet to me
Which of these could be the reason for my love
Boy it's all of the above

I know it's not safe to fall too fast
And I've made misjudgments in the past
But I somehow know this isn't one of those
But it isn't just your thoughtfulness
Or your sense of humor, no I guess
It's the total combination I suppose

Is it cause you're cute, is it cause you're kind
Is that why I've nearly lost my mind

Do I love you for the way you smile
Do I love you for your sense of style
Is your voice the sound I'm always dreaming of
Do I love you for your honesty
Do I love you cause you're sweet to me
Which of these could be the reason for my love
Boy it's all of the above

I never really meant to fall
But here you are, you've got it all

Do I love you for the way you smile
Do I love you for your sense of style
Is your voice the sound I'm always dreaming of
Do I love you for your honesty
Do I love you cause you're sweet to me
Which of these could be the reason for my love
Boy it's all of the above
"
"""Handle It""",Morissette,"""Morissette at 14, Vol. 2""","

Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I can handle it myself
I can handle it myself

Sometimes people don't understand
How I am
How I am
Basically
Sometimes people just fail to see
The strong and free
Side of me
Basically

I don't need a fella of my own (I'm good)
I can handle it alone (I'm good)
I'm a lady fully grown (I'm good)
And I can manage thank you
I don't need a man to lead the way (I'm good)
I can make it through the day (I'm good)
One more time I'm gonna say (I'm good)
I can be whole without you

Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I can handle it myself
I can handle it myself
Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I don't need nobody else
I can handle it myself

Sometimes people see my physique
Or hear me speak
And think I'm weak
Basically
I don't try to look strong and tough
But when it's rough
I'm tough enough
Can't you see

I don't need a man to get the door (I'm good)
I don't need another cure (I'm good)
I don't need you making sure (I'm good)
Don't even sweat it baby
I don't need another bodyguard (I'm good)
It ain't really very hard (I'm good)
Got my own credit card (I'm good)
Now do you get it baby?

Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I can handle it myself
I can handle it myself
Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I don't need nobody else
I can handle it myself

Do I look helpless like a damsel in distress
Do I look hopeless like I'm overwhelmed with stress
Well take a closer look and try another guess
Can I be independent? Yes yes yes yes

Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I can handle it myself
I can handle it myself
Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I don't need nobody else
I can handle it myself

Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I can handle it myself
I can handle it myself
Handle it (I can)
Handle it (I can)
Handle it (I can)
Handle it myself
I don't need nobody else
I can handle it myself
"
"""Leave Em At The Door""",Morissette,"""Morissette at 14, Vol. 2""","

All your inhibitions
All your expectations
Rules and regulations
Whatchoo bringing that stuff in here for?

I got a choice and I'm not afraid to choose it
I got a mind and I'm not afraid to lose it
I got a body and I'm not afraid to use it
I could dance all night baby
I got rhythm and I'm not afraid to feel it
I got hurt and I know how to heal it
I got a secret and I might reveal it
If you're really nice to me

All your inhibitions (leave em at the door)
All your expectations (you can leave em at the door)
Rules and regulations (leave em at the door)
Whatchoo bringing that stuff in here for?
Your worldly worries (leave em at the door)
Yesterdays hangups (you can leave em at the door)
You came to the right place, we got the cure
Give it to the door man, you don't need em anymore

I got style and I'm not afraid to show it
I got class I think you already know it
Don't get serious baby or you'll blow it
That's my golden rule
I got soul and I'm not afraid to rock it
I got my own world baby, don't you knock it
If you came packing honey leave it in your pocket
That just isn't cool

All your inhibitions (leave em at the door)
All your expectations (you can leave em at the door)
Rules and regulations (leave em at the door)
Whatchoo bringing that stuff in here for?
All your worldly worries (leave em at the door)
Yesterdays hangups (you can leave em at the door)
You came to the right place, we got the cure
Give it to the door man, you don't need em anymore

Get above it (Get above it people)
Get above it (Get above it people)
You're gonna love it (you'll love it people)
When your turn it on
Get above it (Get above it people)
Get above it (Get above it people)
You're gonna love it (you'll love it people)
When your turn it on

All your inhibitions
All your expectations
Rules and regulations
Whatchoo bringing that stuff in here for?
All your worldly worries
Yesterdays hangups
You came to the right place, we got the cure
Give it to the door man, you don't need em anymore

All your inhibitions (leave em at the door)
All your expectations (you can leave em at the door)
Rules and regulations (leave em at the door)
Whatchoo bringing that stuff in here for?
All your worldly worries (leave em at the door)
Yesterdays hangups (you can leave em at the door)
You came to the right place, we got the cure
Give it to the door man, you don't need em anymore

All your inhibitions (leave em at the door)
All your expectations (you can leave em at the door)
Rules and regulations (leave em at the door)
Whatchoo bringing that stuff in here for?
All your worldly worries (leave em at the door)
Yesterdays hangups (you can leave em at the door)
You came to the right place, we got the cure
Give it to the door man, you don't need em anymore
"
"""Swat Da Bug""",Morissette,"""Morissette at 14, Vol. 2""","

One in the morning
Swat the bug swat the bug swat the bug
Two in the morning
Swat the bug

As I make my entrance going past the velvet rope
I can feel the fellas turning round to have a scope
I'm not here to hook up, cuz the music is my drug
I'm just here to move it, I'm just here to swat the bug

Clap your hands together and and say yeah (yeah)
We got a lot to do
Get a little closer and say yeah (yeah)
I'm gonna give it to you

One in the morning
Swat the bug swat the bug swat the bug
Two in the morning
Swat the bug
Dance until the sun come up
Three in the morning
Swat the bug swat the bug swat the bug
Four in the morning
Swat the bug
Dance until the sun come up

Swat the bug

Once your bitten by the bug you haven't got a chance
When I feel the kick, I just go click and start to dance
Get up off your attitude, don't sit there looking smug
Come out here and play I want to see you swat the bug

Clap your hands together and and say yeah (yeah)
I'm gonna dip the dip
Get a little closer and say yeah (yeah)
Put your hand on my hip

One in the morning
Swat the bug swat the bug swat the bug
Two in the morning
Swat the bug
Dance until the sun come up
Three in the morning
Swat the bug swat the bug swat the bug
Four in the morning
Swat the bug
Dance until the sun come up

When I'm dancing I'm somewhere else
Somewhere I can be myself
Promise me you'll never pull the plug
Let the music play and play
Even at the break of day
I won't stop until I swat the bug

One in the morning
Swat the bug swat the bug swat the bug
Two in the morning
Swat the bug
Dance until the sun come up
Dance until the sun come up
Swat the bug swat the bug swat the bug
Four in the morning
Swat the bug
Dance until the sun come up

I just want to see you swat the bug
Swat the bug swat the bug swat the bug
I just want to see you swat the bug
Swat the bug
Dance until the sun come up
Dance until the sun come up
Swat the bug swat the bug swat the bug
Four in the morning
Swat the bug
Dance until the sun come up
Dance until the sun come up
Dance until the
Swat the bug
"
